,prefix,input_text,target_text,doi
25,,"Cochrane Oral Health’s Information Specialist searched the following databases: Cochrane Oral Health’s Trials Register (to 15 November 2017), the Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Library, 2017, Issue 10), MEDLINE Ovid (1946 to 15 November 2017), and Embase Ovid (1980 to 15 November 2017) and Cumulative Index to Nursing and Allied Health Literature (CINAHL; 1937 to 15 November 2017).",Cette revue a été effectuée par le groupe de revues Cochrane Oral Health.,10.1002/14651858.CD012416.pub2
27,,"Application of the findings of this review would depend on trial setting, population, disease area, data collection and follow-up procedures.","Par conséquent, d'autres études sont nécessaires pour aider à déterminer si nos résultats pourraient être utilisés dans d'autres domaines de recherche.",10.1002/14651858.MR000032.pub2
28,,"However, all studies were scored as having high risk of bias, reflecting the observational nature of the research and the use of an uncontrolled study design.","Les études dont la conception permet de réduire fortement les biais, notamment les essais contrôlés randomisés, ne sont généralement pas adaptées pour évaluer des phénomènes complexes tels que ces initiatives ; par conséquent, nous avons évalué toutes les études incluses dans cette revue comme ayant une faible qualité méthodologique.",10.1002/14651858.CD010166.pub2
29,,No studies evaluated oral care versus no oral care.,Aucune des études n'a évalué les soins buccodentaires par rapport à l'absence de soins buccodentaires.,10.1002/14651858.CD012416.pub2
30,,"However, these interventions are of uncertain benefit and may increase the risk of harm, such as hypotension and electrolyte abnormalities, in those with CKD.",Les études existantes ne permettent pas vraiment de dire si les médicaments utilisés pour traiter l'insuffisance cardiaque dans la population générale sont efficaces ou sûrs pour les personnes souffrant à la fois d'insuffisance cardiaque et de maladie rénale chronique.,10.1002/14651858.CD012466.pub2
31,,"SU (with or without metformin) gave poorer metabolic control compared to insulin alone (mean difference in glycosylated haemoglobin A1c (HbA1c) from baseline to end of study, for insulin compared to oral therapy: -1.3% (95% confidence interval (CI) -2.4 to -0.1; P = 0.03, 160 participants, four studies, follow-up/duration of therapy: 12, 30, 36 and 60 months; however, heterogeneity was considerable).","Néanmoins, des preuves semblent indiquer que la sulfonylurée (glibenclamide ou glyburide, gliclazide) pourrait entraîner une insulinodépendance plus rapide et est moins efficace que l'insuline pour contrôler la glycémie.",10.1002/14651858.CD006165.pub3
33,,"We included randomised controlled trials of asthma education for children who had attended the emergency department for asthma, with or without hospitalisation, within the previous 12 months.","Cette revue a examiné des études comparant des soins habituels à des programmes éducatifs plus intensifs dans la prise en charge de l'asthme, qui montraient une réduction statistiquement significative des visites aux urgences ou des hospitalisations ultérieures dans les groupes de traitement.",10.1002/14651858.CD001290.pub2
34,,"food product reformulation, food procurement policy in specific settings).","Lorsque nous nous sommes focalisés sur les sept pays dont les initiatives de réduction de la consommation de sel incluaient des composantes multiples et ne portaient pas exclusivement sur l'éducation du public, nous avons constaté que plus de la moitié (quatre des sept pays) ont montré une diminution de la consommation de sel après l'intervention.",10.1002/14651858.CD010166.pub2
35,,"We judged the risk of bias to be high for both studies and the overall quality of the evidence was low/very low for all outcomes, as assessed using the GRADE approach.","Cependant, le nombre d'études incluses est limité et la qualité des preuves est faible ou très faible pour tous les critères de jugement.",10.1002/14651858.CD009853.pub2
37,,The extent and quality of evidence guiding treatment choice for this condition are uncertain.,L'incertitude concernant la meilleure option à adopter est à l'origine de la revue des preuves actuellement disponibles.,10.1002/14651858.CD006934.pub3
38,,Sleep bruxism is an oral activity characterized by involuntary teeth grinding or clenching during sleep.,"Le bruxisme du sommeil se manifeste par plusieurs signes et symptômes : usure anormale des dents, fractures des dents, gêne au niveau des muscles de la mâchoire, douleurs ou sensibilité articulaires, maux de tête.",10.1002/14651858.CD005578.pub2
40,,All trials used probiotics as adjuvant therapy to antifungal drugs.,"Trois essais comparaient un traitement par suppositoire vaginal de miconazole (médicament antifongique) en plus de capsules vaginales de probiotiques, à un traitement par suppositoire vaginal de miconazole seul.",10.1002/14651858.CD010496.pub2
41,,There was insufficient evidence on the effectiveness of pharmacotherapy for the treatment of sleep bruxism.,La conclusion de cette revue systématique est qu'il n'y a pas suffisamment de preuves dans la littérature pour démontrer que les médicaments peuvent réduire le bruxisme du sommeil.,10.1002/14651858.CD005578.pub2
44,,"There was moderate evidence that lumbar supports are not more effective than no intervention or training in preventing low-back pain, and conflicting evidence whether lumbar supports are effective supplements to other preventive interventions.","Des soutiens pour le dos plus des soins médicaux habituels ont réduit le nombre de jours de lombalgies et amélioré la fonction, mais n'ont pas réduit les congés de maladie (une étude, 360 participants).",10.1002/14651858.CD001823.pub3
45,,"All were conducted in the UK, and tested short-term changes in the consultation time allocated to each patient.",Toutes les études ont évalué des modifications à court terme du temps de consultation assigné à chaque patient.,10.1002/14651858.CD003540.pub3
47,,"The effects of ACEi or ARB, or aldosterone antagonists on worsening heart failure or kidney function, hypotension, or quality of life were uncertain due to sparse data or were not reported.",Les études existantes ne permettent pas vraiment de dire si les médicaments utilisés pour traiter l'insuffisance cardiaque dans la population générale sont efficaces ou sûrs pour les personnes souffrant à la fois d'insuffisance cardiaque et de maladie rénale chronique.,10.1002/14651858.CD012466.pub2
48,,We downgraded the evidence for the pneumonia outcome to low.,"Nous avons jugé que les preuves concernant les décès ou l'invalidité grave étaient de très faible qualité, et que les preuves concernant la pneumonie étaient de faible qualité.",10.1002/14651858.CD001048.pub5
50,,"The prevalence of adverse renal effects after treatment with cisplatin, carboplatin, ifosfamide, radiation therapy involving the kidney region, nephrectomy, or any combination of these, ranged from 0% to 84% depending on the study population, received treatment combination, reported outcome measure, follow-up duration and methodological quality.","Les études étaient très différentes les unes des autres en ce qui concerne les types de participants et de traitements, la durée du suivi et la façon dont elles mesuraient les résultats du traitement, et leurs méthodes étaient de qualité variable.",10.1002/14651858.CD008944.pub3
52,,"The choice of IM or IV route of administration will depend on the available preparations, the dose to be administered and also on the patients' preferences.","Le choix de la voie d'administration intramusculaire ou intraveineuse dépendra des préparations disponibles, de la dose à administrer et de la préférence de la femme.",10.1002/14651858.CD007885.pub2
54,,"However, long-term studies had equivocal or conflicting results regarding the effect on this outcome (low- to moderate-quality evidence).","Cependant, une diminution du taux de poussées de symptômes respiratoires a été observée chez les personnes utilisant la PEP par rapport à d'autres formes de kinésithérapie telles qu'un appareil de PEP par vibration ou une veste vibrante.",10.1002/14651858.CD003147.pub5
55,,"Of the other interventions, oryzanol (rice bran oil and rice embryo oil extract) showed benefit over the antimuscarinic doxepin in terms of 'no clinically important change' (n=104, 1 RCT, RR 0.45 CI 0.27 to 0.75, NNT 4 CI 2 to 7).","Un autre médicament appelé oryzanol et un médicament traditionnel chinois appelé Suo quo wan présentaient plus d'avantages que la doxépine, un antimuscarinique.",10.1002/14651858.CD005579.pub2
56,,"All studies were conducted in high-income countries, predominantly in the USA (14/24).","Pour répondre à cette question, nous avons cherché toutes les données probantes disponibles dans des essais contrôlés randomisés (un type d'étude dans laquelle les participants sont assignés à l'un de deux groupes de traitement ou plus selon une méthode aléatoire) et avons trouvé 24 études, toutes menées dans des pays à revenu élevé.",10.1002/14651858.CD012573.pub3
57,,Regular check-ups with a healthcare professional are essential to monitor symptoms and adjust medication.,Un contact régulier avec un médecin ou un infirmier spécialisé dans l'asthme est essentiel pour suivre les symptômes et l'utilisation des inhalateurs.,10.1002/14651858.CD011715.pub2
58,,"Standard treatment comprises internal widening of the strictured area by simple dilatation or by telescope-guided internal cutting (optical urethrotomy), but these interventions are associated with a high failure rate requiring repeated treatment.",Le traitement standard consiste à élargir le segment sténosé à l'aide d'instruments introduits dans l'urètre (« dilatation urétrale » ou « urétrotomie »).,10.1002/14651858.CD006934.pub3
59,,"However, in order to find out if CrP works in general, we also analysed the effect of all pooled CrP doses versus placebo on body weight only.","Lorsque les résultats obtenus à partir des doses de picolinate de chrome (200 µg, 400 µg, 500 µg, 1 000 µg) ont été regroupés, les participants avaient perdu environ 1 kg de poids corporel, plus que les participants ayant reçu un placebo.",10.1002/14651858.CD010063.pub2
62,,"From these, we identified 15 national initiatives, including more than 260,000 people, that met the inclusion criteria.",Des initiatives provenant de 15 pays différents remplissaient les critères d'inclusion.,10.1002/14651858.CD010166.pub2
63,,"To evaluate the effectiveness of the adhesives used to attach bonded molar tubes, and the relative effectiveness of the adhesives used to attach bonded molar tubes versus adhesives used to attach bands, during fixed appliance treatment, in terms of: (1) how often the tubes (or bands) come off during treatment; and (2) whether they protect the bonded (or banded) teeth against decay.",Les deux essais ont été menés au Royaume-Uni et ont comparé les tubes molaires liés avec des bandes molaires.,10.1002/14651858.CD008236.pub3
65,,"Amitriptyline versus placebo for masseteric electromyography (EMG) activity per minute: standardized mean difference (SMD) -0.28 (95% confidence interval (CI) -0.91 to 0.34; P value = 0.37), 2. bromocriptine versus placebo for bruxism episodes per hour: mean difference (MD) 0.60 (95% CI -2.93 to 4.13), bruxism bursts per hour: MD -2.00 (95% CI -53.47 to 49.47), bruxism bursts per episode: MD 0.50 (95% CI -1.85 to 2.85) or number of episodes with grinding noise: MD 2.40 (95% CI -24.00 to 28.80), 3. clonidine versus placebo for number of bruxism episodes per hour: MD -2.41 (95% CI -4.84 to 0.02), 4. propranolol versus placebo for the number of bruxism episodes per hour: MD 1.16 (95% CI -1.89 to 4.21), 5.","L'amitriptyline et le L-tryptophane n'ont pas réduit l'activité des muscles de la mâchoire, mesurée par électromyographie.",10.1002/14651858.CD005578.pub2
66,,"We included randomised controlled trials (RCTs) that compared yoga with usual care (or no intervention) or sham intervention in people with asthma and reported at least one of the following outcomes: quality of life, asthma symptom score, asthma control, lung function measures, asthma medication usage, and adverse events.",Nous avons examiné 15 études qui comparaient les effets du yoga avec le traitement habituel ou un yoga « simulé » chez 1048 participants.,10.1002/14651858.CD010346.pub2
67,,Evidence for other outcomes is inconclusive.,"Les preuves de décès, quelle qu'en soit la cause, n'étaient pas concluantes, mais les études suggèrent que les soins bucco-dentaires professionnels peuvent réduire le nombre de décès causés par la pneumonie, comparativement aux soins bucco-dentaires habituels, lorsque mesurés après 24 mois.",10.1002/14651858.CD012416.pub2
69,,"Future studies should focus on adequate study designs and reporting, including large prospective cohort studies with adequate control groups when possible.","Il faut plus de recherche, et surtout une recherche de meilleure qualité, pour mieux comprendre les effets indésirables rénaux et les facteurs de risque connexes.",10.1002/14651858.CD008944.pub3
71,,A third trial reported that oral steroids provided a more rapid initial improvement in pain compared to no treatment but negligible differences by five months.,Les stéroïdes oraux pourraient également soulager la douleur plus précocement et plus rapidement qu'en l'absence de traitement.,10.1002/14651858.CD006189
72,,"The evidence that shorter questionnaires are better than longer questionnaires was unclear (RR 1.04; 95% CI 1.00 to 1.08, P value = 0.07) and the evidence for questionnaires relevant to the disease/condition was also unclear (RR 1.07; 95% CI 1.01 to 1.14).","Ces stratégies étaient : l'utilisation de questionnaires plus courts, l'envoi de questionnaires en recommandé, le recours à un plan d'étude dans lequel les personnes savent quel traitement elles reçoivent, l'envoi de lettres spécialement conçues contenant une enveloppe de renvoi déjà complétée et timbrée suivie d'un certain nombre de rappels, offrir de l'argent à une association caritative ou organiser un tirage au sort, l'envoi d'un rappel au site de l'étude à propos du suivi des participants, l'envoi de questionnaires peu après le dernier suivi du participant, la planification du suivi des participants, la réalisation du suivi par téléphone et le changement de l'ordre des questions du questionnaire.",10.1002/14651858.MR000032.pub2
73,,The current evidence suggests that all HES products increase the risk in AKI and RRT in all patient populations and a safe volume of any HES solution has yet to be determined.,"Dans l'ensemble, l'utilisation de produits HEA était associé à un risque accru de 59 % d'insuffisance rénale, et 32 % de risque accru de dialyse.",10.1002/14651858.CD007594.pub3
74,,There is insufficient and conflicting evidence regarding flavonoid intake and the prevention of colorectal neoplasms.,"Les résultats concernant la réduction du risque de tumeurs colorectales par la consommation de flavonoïdes alimentaires étaient contradictoires, et cela pourrait en partie s'expliquer par la difficulté à quantifier la consommation de flavonoïdes.",10.1002/14651858.CD009350.pub2
76,,"The following electronic databases were searched up to December 2014: CENTRAL (in the Cochrane Library), MEDLINE, EMBASE, PsycINFO and CINAHL.",Nous avons interrogé cinq grandes bases de données de projets de recherche publiés.,10.1002/14651858.CD010750.pub2
77,,Further trials are needed to draw reliable conclusions.,"Par conséquent, nous ne pouvons pas nous fier aux résultats, et d'autres recherches sont nécessaires.",10.1002/14651858.CD012416.pub2
78,,"L-tryptophan versus placebo for masseteric EMG activity per second: SMD 0.08 (95% CI -0.90 to 1.06) and 6. levodopa versus placebo for bruxism episodes per hour of sleep: MD -1.47 (95% CI -3.64 to 0.70), for bruxism bursts per episode: MD 0.06 (95% CI -2.47 to 2.59).","L'amitriptyline et le L-tryptophane n'ont pas réduit l'activité des muscles de la mâchoire, mesurée par électromyographie.",10.1002/14651858.CD005578.pub2
79,,In both studies the women received a 1500 IU (300 microgram) dose of Rhophylac during week 28 of gestation.,Les résultats suggèrent que l'anti-D en intramusculaire et en intraveineuse au cours de la 28ème semaine de grossesse sont tout aussi efficaces pour prévenir la formation d'anticorps RhD (allo-immunisation) au cours de la grossesse.,10.1002/14651858.CD007885.pub2
80,,"There is moderate evidence that lumbar supports are not more effective than no intervention or training in preventing low-back pain, and conflicting evidence whether they are effective supplements to other preventive interventions.","Une étude (164 participants) rendait compte de résultats mitigés pour déterminer si des soutiens pour le dos avaient amélioré la fonction davantage que des massages et dans une autre étude (19 participants), l'utilisation d'un corset lombaire avec un soutien pour le dos avait été plus efficace pour réduire la douleur à court terme qu'un corset seul.",10.1002/14651858.CD001823.pub3
81,,One of the most essential issues to tackle in these future trials seems to be the realization of an adequate compliance.,"À l'avenir, les chercheurs devraient rapporter les effets secondaires dus au port de soutiens pour le dos et mesurer le nombre d'heures par jour où les soutiens sont effectivement portés.",10.1002/14651858.CD001823.pub3
82,,There were 34 studies (2169 participants with blepharitis) included in this review: 20 studies (14 RCTs and 6 CCTs) included 1661 participants with anterior or mixed blepharitis and 14 studies (12 RCTs and 2 CCTs) included 508 participants with posterior blepharitis (MGD).,"Il y avait 34 études (2 169 participants atteints de blépharite) inclus dans la revue, dont 20 portaient sur des personnes présentant une blépharite antérieure et 14 sur des personnes souffrant de blépharite postérieure.",10.1002/14651858.CD005556.pub2
83,,The two case-control studies were of medium methodological quality.,La majorité des études étaient de qualité méthodologique moyenne à élevée.,10.1002/14651858.CD009350.pub2
84,,"Included trials were conducted across a spectrum of disease areas, countries, healthcare and community settings.","Les stratégies que nous avons identifiées ont été testées dans des essais réalisés avec des participants ayant des affections diverses et, dans certains cas, elles ont été testées dans un seul essai.",10.1002/14651858.MR000032.pub2
85,,Strictures of the urethra are the most common cause of obstructed micturition in younger men and frequently recur after initial treatment.,Le rétrécissement urétral (sténose urétrale) est généralement à l'origine de problèmes de miction chez les hommes jeunes.,10.1002/14651858.CD006934.pub3
86,,"We included four RCTs (3905 participants), all of which were at high risk of bias.","Nous avons inclus quatre études, avec un total de 3 905 participants assignés au hasard à un traitement ou à des soins habituels.",10.1002/14651858.CD012416.pub2
88,,"There was no significant difference in FEV1 for relaxation therapy in four studies of 150 patients, (SMD -0.01, CI -0.41 to 0.40).","Des méta-analyses ont cependant pu être effectuées pour déterminer les effets de la thérapie cognitivo-comportementale (TCC) sur la qualité de vie, de la rétroaction biologique sur le DEP, et de la thérapie de relaxation sur le DEP, le VEMS et l'utilisation de médicaments.",10.1002/14651858.CD002982.pub3
89,,"For selection outcomes, meta-analysis of three comparisons from three studies (n = 154) found that exposure to fewer options resulted in a large reduction in selection of the targeted food(s): SMD −1.13 (95% confidence interval (CI) −1.90 to −0.37) (low certainty evidence).","Toutefois, la certitude des données probantes de ces effets était faible.",10.1002/14651858.CD012573.pub3
90,,"Seasonal/perennial allergic conjunctivitis is the most common allergic conjunctivitis, usually with acute manifestations when a person is exposed to allergens and with typical signs and symptoms including itching, redness, and tearing.","Bien que cette affection n'entraîne pas de perte de vision, elle peut causer des démangeaisons et des larmoiements intenses.",10.1002/14651858.CD009566.pub2
91,,Data analysed in this review showed that there was no significant difference between groups for the primary outcome of proportion cough-free at two weeks (odds ratio (OR) 1.38; 95% confidence interval (CI) 0.37 to 5.14).,Cet essai n’apporté aucune preuve d’effet bénéfique en termes de nombre d'enfants ne présentant plus de toux après deux semaines de traitement.,10.1002/14651858.CD005304.pub3
92,,"Tracheomalacia, a disorder of the large airways where the trachea is deformed or malformed during respiration, is commonly seen in tertiary paediatric practice.","En cas de trachéomalacie, les parois de la trachée (conduit acheminant l’air) sont plus molles que la normale, ce qui peut entraîner un affaissement partiel (collapsus) de la trachée.",10.1002/14651858.CD005304.pub3
93,,"We included four RCTs (3905 participants), all of which were at high risk of bias."," Nous avons identifié quatre études, qui comparaient toutes les soins bucco-dentaires professionnels aux soins bucco-dentaires habituels chez les résidents de maisons de retraites médicalisées.",10.1002/14651858.CD012416.pub2
95,,"For this updated review, we searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (OVID), Embase (OVID), the Cumulative Index to Nursing and Allied Health Literature (CINAHL, EBSCO), Latin American and Caribbean Health Sciences (LILACS) and the International Standard Randomized Controlled Trial Number (ISRCTN) registry from inception to August 2016.",Les données probantes sont à jour jusqu'en août 2016.,10.1002/14651858.CD006667.pub3
96,,Hypothermia has been used in the treatment of brain injury for many years.,Cette intervention implique de refroidir la tête ou tout le corps jusqu'à une température en dessous de la température corporelle normale.,10.1002/14651858.CD001048.pub5
97,,"Given the widespread use of PEP devices, there is a need to determine the evidence for their effect.",Nous avons examiné les données probantes sur l'effet de la kinésithérapie par pression expiratoire positive (PEP) pour dégager les voies respiratoires des personnes atteintes de mucoviscidose.,10.1002/14651858.CD003147.pub5
98,,Three of the trials on CP evaluated intrathecal baclofen (ITB) and two botulinum toxin A (BoNT-A).,"Ce constat ne s'applique pas aux deux essais sur la paralysie cérébrale, dans lesquels un soulagement de la douleur s'est produit avec l'utilisation de baclofène administré via un cathéter dans la moelle épinière.",10.1002/14651858.CD010750.pub2
100,,"Effects of anti-arrhythmic agents, digoxin, phosphodiesterase inhibitors, renin inhibitors, sinus node inhibitors, vasodilators, and vasopressin receptor antagonists were very uncertain due to the paucity of studies.",Les études existantes ne permettent pas vraiment de dire si les médicaments utilisés pour traiter l'insuffisance cardiaque dans la population générale sont efficaces ou sûrs pour les personnes souffrant à la fois d'insuffisance cardiaque et de maladie rénale chronique.,10.1002/14651858.CD012466.pub2
102,,"Further large, methodologically rigorous studies are required to determine the efficacy of sterile water to relieve pain in labour.",Des recherches supplémentaires doivent être menées sur cette forme potentielle de gestion de la douleur durant le travail.,10.1002/14651858.CD009107.pub2
104,,"For consumption outcomes, meta-analysis of three comparisons from two studies (n = 150) found that exposure to fewer options resulted in a moderate reduction in consumption of those foods, but with considerable uncertainty: SMD −0.55 (95% CI −1.27 to 0.18) (low certainty evidence).","Toutefois, la certitude des données probantes de ces effets était faible.",10.1002/14651858.CD012573.pub3
106,,The larger implementation study that compared two general practice populations demonstrated that offering telephone check-ups and proactively phoning participants increased the number of people with asthma who received a review.,"L'étude qui a testé l'avantage éventuel de donner aux gens la possibilité d'un contrôle téléphonique a montré que cela augmentait le nombre de personnes examinées, mais n'a pas montré un avantage global sur les résultats liés à l'asthme.",10.1002/14651858.CD011715.pub2
107,,The studies compared IM and IV administration of anti-D prophylaxis.,Cette revue avait pour objectif de comparer l'efficacité de l'anti-D en intramusculaire versus en intraveineuse pour prévenir l'allo-immunisation rhésus chez les femmes enceintes RhD-négatif.,10.1002/14651858.CD007885.pub2
109,,"Currently, dietary sodium consumption in almost every country is too high.",Dans presque tous les pays du monde la consommation de sel est excessive.,10.1002/14651858.CD010166.pub2
110,,Most of the trials were of very low methodological quality and therefore the interpretation of any positive findings for the efficacy of the included Chinese herbal medicines for treating diabetic peripheral neuropathy should be made with caution.,La plupart des essais étaient de très faible qualité méthodologique et les résultats positifs concernant l'efficacité des plantes médicinales chinoises dans le traitement de la NDP doivent être interprétés avec prudence.,10.1002/14651858.CD007796.pub3
111,,Oral steroids are the standard treatment.This is an update of the review published in 2005.,Les effets indésirables les plus courants associés aux stéroïdes oraux sont la prise de poids et l'augmentation de la pression artérielle.,10.1002/14651858.CD002292.pub3
112,,There is an urgent need for a robust randomised controlled trial to evaluate fully the comparative effects of both treatment options.,"Par conséquent, il est urgent de réaliser des études supplémentaires pour comparer de manière exhaustive les bénéfices et les risques des deux traitements.",10.1002/14651858.CD008977.pub2
113,,"We were also unable to determine whether professional oral care resulted in a lower number of first episodes of pneumonia compared with usual care over a 24-month period (RR 0.61, 95% CI 0.37 to 1.01; one study, 366 participants analysed; low-quality evidence).","D'après les données limitées, nous ne pouvions pas dire si les soins bucco-dentaires professionnels étaient meilleurs ou pires que les soins bucco-dentaires habituels pour prévenir la pneumonie.",10.1002/14651858.CD012416.pub2
114,,Uncomplicated biliary colic is one of the commonest indications for laparoscopic cholecystectomy.,"La douleur liée à la vésicule biliaire est l'une des indications d'une cholécystectomie laparoscopique et peut survenir soudainement avec des symptômes de douleur intense dans la partie supérieure droite du ventre, qui peuvent ou non être associés à d'autres symptômes, tels que des brûlures d'estomac.",10.1002/14651858.CD007196.pub3
115,,A new full search was conducted on 15 February 2017 but no new studies were identified.,Les preuves incluses dans cette revue réalisée par le groupe Cochrane sur la santé bucco-dentaire sont à jour jusqu'au 15 février 2017.,10.1002/14651858.CD008236.pub3
116,,Overall the quality of the trials was mixed.,"Dans l'ensemble, ces essais n'ont pas trouvé de preuves claires d'un avantage des médicaments évalués dans le traitement de la douleur.",10.1002/14651858.CD010750.pub2
117,,Venous leg ulcers are a common and recurring type of chronic or complex wound that are associated with considerable cost to patients and to healthcare providers.,Les ulcères veineux de jambe sont un type courant et récurrent de plaies chroniques.,10.1002/14651858.CD009907.pub2
119,,To assess the beneficial effects and harms of Chinese herbal medicine for people with diabetic peripheral neuropathy.,"Nous avons évalué les effets de différentes préparations à base de plantes (y compris des plantes seules, des remèdes chinois brevetés et des mélanges de plantes) pour le traitement des patients atteints de NDP.",10.1002/14651858.CD007796.pub3
120,,Latent autoimmune diabetes in adults (LADA) is a slowly developing type 1 diabetes.,Le LADA est une maladie qui ressemble au diabète de type 2 (diabète non insulinodépendant) mais qui est en fait un diabète de type 1 entraînant une insulinodépendance.,10.1002/14651858.CD006165.pub3
121,,All studies had a high risk of bias.,Nous avons observé une notification de mauvaise qualité et un effectif réduit dans un grand nombre de ces publications.,10.1002/14651858.CD006165.pub3
123,,All randomised controlled trials (RCTs) comparing wound drainage versus no wound drainage in individuals after axillary dissection for the treatment of breast carcinoma were included.,Nous avons analysé sept essais contrôlés randomisés portant sur 960 participantes qui comparaient une insertion de drains avec une absence de drainage après une lymphadénectomie axillaire pour le traitement du cancer du sein.,10.1002/14651858.CD006823.pub2
124,,The evidence was limited by imprecision.,Toutefois les résultats étaient imprécis pour tous les critères de jugement et d'autres preuves issues d'études à plus grande échelle sont attendues.,10.1002/14651858.CD010550.pub2
125,,"During the waiting period, complications developed in the delayed laparoscopic cholecystectomy group.","Durant la période d'attente, 9 participants sur 40 (22,5 %) ont développé de graves complications liées à la vésicule biliaire.",10.1002/14651858.CD007196.pub3
