,prefix,input_text,target_text,doi
25,,No studies evaluated oral care versus no oral care.,Ninguno de los estudios evaluó el cuidado bucal versus ningún cuidado bucal.,10.1002/14651858.CD012416.pub2
28,,"We judged the risk of bias to be high for both studies and the overall quality of the evidence was low/very low for all outcomes, as assessed using the GRADE approach.","Sin embargo, el número de estudios incluidos es limitado y la calidad de las pruebas es baja/muy baja para todos los resultados.",10.1002/14651858.CD009853.pub2
30,,"Antibiotics could be beneficial in preventing LRTIs in high-risk children, and may also help prevent school absenteeism and work days missed by children and/or carers.",La administración de antibióticos para prevenir las IVRI en niños de alto riesgo menores de 12 años de edad puede tener efectos beneficiosos.,10.1002/14651858.CD011530.pub2
32,,"For the current review we only included studies that were conducted on samples from community settings, and excluded studies that were conducted in primary care or secondary care settings.",La revisión se centró en los estudios realizados en ámbitos comunitarios.,10.1002/14651858.CD010860.pub2
35,,"All were conducted in the UK, and tested short-term changes in the consultation time allocated to each patient.",Todos los estudios probaron cambios a corto plazo en el tiempo de consulta asignado a cada paciente.,10.1002/14651858.CD003540.pub3
37,,No studies reported on adverse events (other than miscarriage) or drug reactions.,Ningún estudio informó los eventos adversos (además del aborto espontáneo) ni las reacciones a los fármacos.,10.1002/14651858.CD008720.pub2
40,,"The choice of IM or IV route of administration will depend on the available preparations, the dose to be administered and also on the patients' preferences.","La elección de la vía de administración intramuscular o intravenosa dependerá de los preparados disponibles, la dosis a administrar y la preferencia de la mujer.",10.1002/14651858.CD007885.pub2
42,,The tooth is then moved into position covered by the palatal mucosa.,El canino se mueve hacia su posición por debajo de la encía.,10.1002/14651858.CD006966.pub3
44,,"Standard treatment comprises internal widening of the strictured area by simple dilatation or by telescope-guided internal cutting (optical urethrotomy), but these interventions are associated with a high failure rate requiring repeated treatment.",El tratamiento estándar consiste en ensanchar del segmento estrechado mediante instrumentos que se pasan a través de la uretra (llamada dilatación uretral o uretrotomía).,10.1002/14651858.CD006934.pub3
48,,"From these, we identified 15 national initiatives, including more than 260,000 people, that met the inclusion criteria.",Las iniciativas de 15 países cumplieron con los criterios de inclusión.,10.1002/14651858.CD010166.pub2
50,,"We included randomised controlled trials (RCTs) that compared yoga with usual care (or no intervention) or sham intervention in people with asthma and reported at least one of the following outcomes: quality of life, asthma symptom score, asthma control, lung function measures, asthma medication usage, and adverse events.","Se revisaron 15 estudios que compararon los efectos del yoga con el tratamiento habitual o yoga ""simulado"" en 1048 participantes.",10.1002/14651858.CD010346.pub2
59,,There were 34 studies (2169 participants with blepharitis) included in this review: 20 studies (14 RCTs and 6 CCTs) included 1661 participants with anterior or mixed blepharitis and 14 studies (12 RCTs and 2 CCTs) included 508 participants with posterior blepharitis (MGD).,"En la revisión se incluyeron 34 estudios (2169 participantes con blefaritis), 20 incluyeron participantes con blefaritis anterior y 14 a participantes con blefaritis posterior.",10.1002/14651858.CD005556.pub2
60,,The two case-control studies were of medium methodological quality.,La mayoría de los estudios tenían una calidad metodológica de mediana a alta.,10.1002/14651858.CD009350.pub2
63,,"For selection outcomes, meta-analysis of three comparisons from three studies (n = 154) found that exposure to fewer options resulted in a large reduction in selection of the targeted food(s): SMD −1.13 (95% confidence interval (CI) −1.90 to −0.37) (low certainty evidence).","Sin embargo, la certeza de la evidencia de estos efectos fue baja.",10.1002/14651858.CD012573.pub3
64,,"In the one study of children with sickle cell disease, a significantly lesser proportion of children with pneumococcal septicaemia was reported with penicillin V prophylaxis (P value = 0.0025).",En un estudio en niños con anemia de células falciformes los antibióticos redujeron la probabilidad de contraer infecciones sanguíneas.,10.1002/14651858.CD011530.pub2
67,,The majority of tumours arise from surface of the ovary (epithelial).,El cáncer de ovario epitelial (COE) surge de las células que cubren la superficie del ovario.,10.1002/14651858.CD011322.pub2
68,,"For this updated review, we searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (OVID), Embase (OVID), the Cumulative Index to Nursing and Allied Health Literature (CINAHL, EBSCO), Latin American and Caribbean Health Sciences (LILACS) and the International Standard Randomized Controlled Trial Number (ISRCTN) registry from inception to August 2016.",Las pruebas están actualizadas hasta agosto 2016.,10.1002/14651858.CD006667.pub3
69,,Available evidence from a large RCT trial does not support routine N-acetylcysteine supplementation of cysteine-containing PN in extremely low birth weight infants.,La evidencia disponible no respalda el agregado habitual de N-acetilcisteína a la nutrición intravenosa que contiene cisteína de los recién nacidos.,10.1002/14651858.CD004869.pub2
78,,Most of the trials were of very low methodological quality and therefore the interpretation of any positive findings for the efficacy of the included Chinese herbal medicines for treating diabetic peripheral neuropathy should be made with caution.,"En su mayoría, los ensayos tuvieron una calidad metodológica deficiente y la interpretación de cualquier hallazgo positivo sobre la eficacia de las hierbas medicinales chinas incluidas para tratar la NDP debe hacerse con precaución.",10.1002/14651858.CD007796.pub3
80,,One study reported no difference between the exercise and control groups whereas the second reported a reduction in symptoms in the exercise group.,Un estudio no informó ninguna diferencia entre los grupos de ejercicio y control mientras que el segundo informó una reducción de los síntomas en el grupo de ejercicio.,10.1002/14651858.CD010637.pub2
81,,There is an urgent need for a robust randomised controlled trial to evaluate fully the comparative effects of both treatment options.,"Por lo tanto, es necesario realizar con urgencia más estudios para comparar todos los efectos beneficiosos y los riesgos de ambos tratamientos.",10.1002/14651858.CD008977.pub2
82,,Venous leg ulcers are a common and recurring type of chronic or complex wound that are associated with considerable cost to patients and to healthcare providers.,La úlcera venosa de la pierna es un tipo común y recurrente de herida crónica.,10.1002/14651858.CD009907.pub2
84,,"There is no evidence from controlled clinical trials that postnatal thyroid hormone treatment reduces the severity of respiratory distress syndrome, neonatal morbidity or mortality in preterm infants with respiratory distress syndrome.","En los lactantes prematuros con problemas respiratorios después del parto, no hay evidencia de que el tratamiento con hormona tiroidea administrado inmediatamente después del parto reduzca la gravedad de las dificultades respiratorias o mejore los resultados.",10.1002/14651858.CD005946.pub2
87,,"Seasonal/perennial allergic conjunctivitis is the most common allergic conjunctivitis, usually with acute manifestations when a person is exposed to allergens and with typical signs and symptoms including itching, redness, and tearing.",La conjuntivitis alérgica estacional y perenne es el tipo más común de conjuntivitis alérgica.,10.1002/14651858.CD009566.pub2
88,,The duration of follow-up was 2.5 years and quality of life (QoL) was not reported in this study.,Los datos de calidad de vida no se informaron en ningún estudio.,10.1002/14651858.CD011322.pub2
90,,Risk factors reported by one eligible study were older age at screening and abdominal radiotherapy.,Los factores de riesgo informados por un estudio elegible fueron la edad avanzada en el momento del cribado y la radiación que afecta al riñón.,10.1002/14651858.CD008944.pub3
92,,"Two thirds of these women will present with advanced disease, requiring aggressive treatment, which includes debulking surgery (removal of as much disease as possible) and chemotherapy.",El tratamiento inicial incluye la cirugía (extracción de tanta enfermedad como sea posible) seguida de quimioterapia.,10.1002/14651858.CD011322.pub2
95,,All of these admissions occurred in the delayed group as all the participants were operated on within 24 hours in the early group.,Todos los participantes fueron del grupo tardío.,10.1002/14651858.CD007196.pub3
96,,"One trial reported that the oocyte retrieval rate was significantly lower in the natural cycle group (MD -4.40, 95% CI -7.87 to -0.93, 60 women, very low quality evidence).",Hubo pruebas de estudios individuales de que se recuperó un número inferior de ovocitos en el grupo de ciclo natural.,10.1002/14651858.CD010550.pub2
98,,"We included randomised controlled trials (RCTs) that evaluated the effects of oral care measures (brushing, swabbing, denture cleaning mouthrinse, or combination) in residents of any age in nursing homes and other long-term care facilities.",Ninguno de los estudios evaluó el cuidado bucal versus ningún cuidado bucal.,10.1002/14651858.CD012416.pub2
104,,It seems that all reported topical antihistamines and mast cell stabilisers reduce symptoms and signs of seasonal allergic conjunctivitis when compared with placebo in the short term.,"Los antihistamínicos tópicos y los estabilizadores de los mastocitos, solos o en combinación, son seguros y efectivos para reducir los síntomas de la conjuntivitis alérgica estacional y perenne.",10.1002/14651858.CD009566.pub2
108,,None of the women involved in the studies developed antibodies against the RhD antigen.,Ninguna de las mujeres desarrolló anticuerpos contra el antígeno RhD.,10.1002/14651858.CD007885.pub2
109,,'Ganmao' capsules were found to be more effective than amantadine in decreasing influenza symptoms and speeding recovery in one study (in which adverse reactions were mentioned in the amantadine group although no data were reported).,"En un estudio (en el que se mencionaron reacciones adversas en el grupo de amantadina, aunque no se informaron datos al respecto) se determinó que las cápsulas de ""Ganmao"" fueron más eficaces que la amantadina para reducir los síntomas de la gripe y ayudar a la recuperación.",10.1002/14651858.CD004559.pub4
112,,We used the GRADE approach to judge the quality of the evidence for each outcome and downgraded the evidence for mortality and unfavourable outcome to very low.,Se utilizó el enfoque GRADE para evaluar la calidad de la evidencia.,10.1002/14651858.CD001048.pub5
115,,Most studies (22/32) failed to report their source of funding and none described their methodology in adequate detail.,La mayoría de los estudios (22/32) no logró informar la fuente de financiamiento.,10.1002/14651858.CD007876.pub2
116,,"We also found that rates of relapse and rehospitalisation were lower for social skills compared to standard care (relapse: 2 RCTs, n = 263, RR 0.52 CI 0.34 to 0.79, very low quality evidence), (rehospitalisation: 1 RCT, n = 143, RR 0.53 CI 0.30 to 0.93, very low quality evidence) and participants’ mental state results (1 RCT, n = 91, MD -4.01 CI -7.52 to -0.50, very low quality evidence) were better in the group receiving social skill programmes.",Las tasas de recaída fueron menores para las habilidades sociales comparadas con la atención estándar y hubo una diferencia significativa a favor de las habilidades sociales en el estado mental de los pacientes.,10.1002/14651858.CD009006.pub2
118,,To assess the effectiveness of mass media interventions in reducing smoking among adults.,Evaluar la efectividad de las intervenciones por los medios masivos de comunicación para disminuir el hábito de fumar en los adultos.,10.1002/14651858.CD004704.pub4
120,,The prevalence of adverse renal effects ranged from 0% to 84%.,El porcentaje de SCI con problemas de riñón osciló del 0% al 84%.,10.1002/14651858.CD008944.pub3
121,,"There were no significant differences between 'E Shu You' and ribavirin in treating influenza, nor in the occurrence of adverse reactions.","No hubo diferencias significativas entre ""E Shu You"" y la ribavirina en el tratamiento de la gripe, ni en la aparición de reacciones adversas.",10.1002/14651858.CD004559.pub4
122,,"In vitro maturation (IVM) is a fertility treatment that involves the transvaginal retrieval of immature oocytes, and their subsequent maturation and fertilisation.","En la MIV, se recuperan múltiples ovocitos inmaduros, generalmente de los ovarios no estimulados, antes de la maduración y fecundación subsiguientes.",10.1002/14651858.CD008720.pub2
123,,"However, when social skills programmes were compared to a discussion group control, we found no significant differences in the participants social functioning, relapse rates, mental state or quality of life, again the quality of evidence for these outcomes was very low.","Sin embargo, cuando los programas de habilidades sociales se compararon con los grupos de discusión, no hubo diferencias significativas en el funcionamiento social de los pacientes, las tasas de recaída, el estado mental o la calidad de vida.",10.1002/14651858.CD009006.pub2
127,,"Current rehabilitation approaches have limited effectiveness in improving outcomes in patients with IPD, but a possible adjunct to rehabilitation might be non-invasive brain stimulation by transcranial direct current stimulation (tDCS) to modulate cortical excitability, and hence to improve these outcomes in IPD.",Las estrategias de rehabilitación actuales presentan una efectividad limitada en cuanto a la mejoría de estos resultados.,10.1002/14651858.CD010916.pub2
130,,The second study used a parallel group design undertaken over a three-year period to compare the impact of capitation payments with fee-for-service payments on primary care dentists’ clinical activity.,El segundo estudio comparó el impacto de los pagos por paciente y los pagos de honorarios por servicios prestados en la actividad clínica de los dentistas de atención primaria y los niveles de caries dentales que se experimentaron en los dos sistemas de pago.,10.1002/14651858.CD009853.pub2
137,,Three non-eligible studies showed that a higher body mass index increased the risk of hypertension.,Tres estudios no elegibles informaron un alto índice de masa corporal como factor de riesgo.,10.1002/14651858.CD008944.pub3
138,,The prevalence of hypertension ranged from 0% to 50% in 2464 participants (30/52 studies).,La prevalencia de la hipertensión arterial osciló entre el 0% y el 50% en 2464 participantes (30/52 estudios).,10.1002/14651858.CD008944.pub3
140,,This review focuses on chronic blepharitis and stratifies anterior and posterior blepharitis.,Esta revisión se centra en la blefaritis crónica y distingue entre blefaritis anterior y posterior.,10.1002/14651858.CD005556.pub2
144,,"Quality of life was also improved in the social skills programme compared to standard care (1 RCT, n = 112, MD -7.60 CI -12.18 to -3.02, very low quality evidence).",La calidad de vida también mejoró con el programa de habilidades sociales comparado con la atención estándar.,10.1002/14651858.CD009006.pub2
145,,"Exacerbations that needed treatment in the Emergency Department (ED), hospital admission or an unscheduled healthcare visit all happened too infrequently to detect whether remote check-ups are a safe alternative to face-to-face consultations.","Muy pocos pacientes presentaron crisis asmáticas que necesitaron tratamiento en el Departamento de Urgencias o el hospital, o una visita no programada para ver a su médico, como para establecer si el chequeo a distancia tuvo la misma efectividad que las consultas presenciales.",10.1002/14651858.CD011715.pub2
147,,Two initiatives showed mean increase in salt intake from pre-intervention to post-intervention: Canada (1.66) and Switzerland (0.80 grams/day more per person); however in both countries the pre-intervention data point was from several years prior to the initiation of the intervention.,"Dos de los 10 países (Canadá, Suiza) presentaron un aumento de la ingesta de sal después de la intervención, sin embargo, en ambos países los únicos datos disponibles fueron de varios años antes de que comenzara la intervención.",10.1002/14651858.CD010166.pub2
148,,The trials reported on global symptom improvement (including improvement in numbness or pain) and changes in nerve conduction velocity.,Los ensayos informaron la mejoría de los síntomas generales (que incluye la mejoría en el entumecimiento o el dolor) y los cambios en la velocidad de conducción nerviosa.,10.1002/14651858.CD007796.pub3
149,,"There was a trend to favour this outcome in the resuturing group, however, this difference was not statistically significant (risk ratio (RR) 1.69, 95% confidence interval (CI) 0.73 to 3.88, one study, 17 women).","Un estudio que incluyó 17 pacientes mostró una tendencia marginal a una mejor curación en las pacientes que se resuturaron; sin embargo, estas pruebas no fueron concluyentes.",10.1002/14651858.CD008977.pub2
151,,"Population-level interventions in government jurisdictions for dietary sodium reduction have the potential to result in population-wide reductions in salt intake from pre-intervention to post-intervention, particularly if they are multi-component (more than one intervention activity) and incorporate intervention activities of a structural nature (e.g.","En términos generales, los resultados muestran que las iniciativas de los gobiernos nacionales pueden lograr reducciones con alcance en la población de la ingesta de sal, especialmente entre los hombres y en particular si emplean más de una estrategia e incluyen actividades estructurales como la reformulación de productos alimenticios (es decir, empresas alimentarias que incluyen menos sal en los productos alimenticios).",10.1002/14651858.CD010166.pub2
153,,"Blepharitis, an inflammatory condition associated with itchiness, redness, flaking, and crusting of the eyelids, is a common eye condition that affects both children and adults.","La blefaritis, definida como la inflamación de los párpados, es una enfermedad usual del ojo que afecta a niños y adultos.",10.1002/14651858.CD005556.pub2
154,,"In total, we included 61 studies; 46 for prevalence, six for both prevalence and risk factors, and nine not meeting the inclusion criteria, but assessing risk factors.","Se incluyeron 61 estudios; 46 sobre la prevalencia, seis sobre la prevalencia y los factores de riesgo, y nueve estudios que no cumplían todos los requisitos para esta revisión, pero que evaluaban los factores de riesgo (estudios no elegibles).",10.1002/14651858.CD008944.pub3
159,,There was inadequate reporting on adverse events in the included trials.,Había información inadecuada sobre los eventos adversos en los ensayos incluidos.,10.1002/14651858.CD007796.pub3
163,,"The quality of the studies and reporting was variable, but overall the risk of bias was low.",El riesgo general de sesgo fue bajo.,10.1002/14651858.CD009566.pub2
164,,"To assess the impact on selection and consumption of altering the availability or proximity of (a) food (including non-alcoholic beverages), (b) alcohol, and (c) tobacco products.","¿Cuál es el objetivo de esta revisión? Esta revisión investigó si la modificación de la disponibilidad o la proximidad de los alimentos (incluidas las bebidas no alcohólicas), el alcohol y los productos de tabaco cambiaron la selección de las personas (como la compra) o el consumo de esos productos.",10.1002/14651858.CD012573.pub3
169,,"Mass media are defined here as channels of communication such as television, radio, newspapers, billboards, posters, leaflets or booklets intended to reach large numbers of people, and which are not dependent on person-to-person contact.","Las campañas incluían la televisión, la radio, medios impresos y publicidad en carteles.",10.1002/14651858.CD004704.pub4
174,,The quality of the evidence was very low across different outcomes according to GRADE methodology.,Las pruebas para los resultados fueron de muy baja calidad.,10.1002/14651858.CD011577.pub2
175,,We included 37 eligible trials with a total of 3110 randomised participants; nine of these were new studies since the last update (2009) and five studies had been previously excluded but were re-assessed and included during the 2017 update.,Se incluyeron 37 estudios con 3110 participantes.,10.1002/14651858.CD001048.pub5
178,,There were no deaths in the early group (0/35) (0%) versus 1/40 (2.5%) in the delayed laparoscopic cholecystectomy group (P > 0.9999).,"No hubo muertes en el grupo de colecistectomía laparoscópica temprana (0 de 35) (0%) y hubo una muerte (uno de 40) (2,5%) en el grupo tardío.",10.1002/14651858.CD007196.pub3
180,,Hormones such as luteinising hormone releasing hormone (LHRH) agonists have been used in the treatment of relapsed EOC.,Los agonistas de la LHRH se han utilizado en el COE recidivante y algunos estudios han mostrado una toxicidad baja con estas hormonas.,10.1002/14651858.CD011322.pub2
183,,We included six trials with a total of 137 participants.,Se incluyeron seis ensayos con 137 participantes.,10.1002/14651858.CD010916.pub2
185,,"The primary outcome was any participant-reported evaluation (by questionnaire) of severity of four main ocular symptoms: itching, irritation, watering eye (tearing), and photophobia (dislike of light), both separately and, if possible, by an overall symptom score.","La medida de resultado principal fueron los síntomas oculares informados por los participantes, incluida la picazón en los ojos, la irritación (sensación de ardor), los ojos llorosos (lagrimeo) y la fotofobia (aversión a la luz).",10.1002/14651858.CD009566.pub2
186,,Trials that enrolled preterm infants with suspected respiratory distress syndrome and allocated infants thyroid hormone treatment compared to control commenced in the first 48 hours after birth.,Esta revisión encontró dos ensayos pequeños que compararon el uso de hormonas tiroideas con ningún tratamiento en lactantes con problemas respiratorios en las primeras horas después del nacimiento.,10.1002/14651858.CD005946.pub2
191,,"Mass media are defined here as channels of communication such as television, radio, newspapers, billboards, posters, leaflets or booklets intended to reach large numbers of people, and which are not dependent on person-to-person contact.","Los programas en los medios masivos de comunicación incluyen la comunicación a través de la televisión, la radio, los periódicos, las carteleras, los carteles, los volantes o los folletos, con el objetivo de estimular a los fumadores a que abandonen el hábito y de mantener la abstinencia de los no fumadores.",10.1002/14651858.CD004704.pub4
194,,"There was no evidence of a statistically significant difference between natural cycle and standard IVF in rates of OHSS (OR 0.19, 95% CI 0.01 to 4.06, one study, 60 women, very low quality evidence), clinical pregnancy (OR 0.52 95% CI 0.17 to 1.61, 4 studies, 351 women, I2=63%, low quality evidence), ongoing pregnancy (OR 0.72, 95% CI 0.50 to 1.05, three studies, 485 women, I2=0%, moderate quality evidence), multiple pregnancy (OR 0.76, 95% CI 0.25 to 2.31, 2 studies, 527 women, I2=0%, very low quality evidence), gestational abnormalities (OR 0.44 95% CI 0.03 to 5.93, 1 study, 18 women, very low quality evidence) or cycle cancellations (OR 8.98, 95% CI 0.20 to 393.66, 2 studies, 159 women, I2=83%, very low quality evidence).","No se encontraron diferencias significativas en las tasas de embarazo clínico, embarazo en curso, embarazo múltiple, la incidencia del síndrome de hiperestimulación ovárica, las anomalías gestacionales o las cancelaciones del tratamiento.",10.1002/14651858.CD010550.pub2
195,,This suggests the need for more high-quality studies.,Esto sugiere la necesidad de más estudios de alta calidad.,10.1002/14651858.CD006966.pub3
198,,"Eight studies with 390,769 participants were included.","En esta revisión sistemática se incluyeron ocho estudios con 390 769 participantes, principalmente observacionales.",10.1002/14651858.CD009350.pub2
199,,One study used a factorial design to investigate the impact of fee-for-service and an educational intervention on the placement of fissure sealants in permanent molar teeth.,Un estudio investigó el impacto de un pago de honorarios por servicios prestados y una intervención educacional sobre la colocación de selladores de fisuras en los molares permanentes.,10.1002/14651858.CD009853.pub2
201,,"Among the eight studies presenting abstinence or quit rates, four showed some positive effect, although in one of them the effect was measured for quitting and cutting down combined.",Tres estudios mostraron efectos positivos en la abstinencia o las tasas de abandono del hábito.,10.1002/14651858.CD004704.pub4
203,,"The prevalence of adverse renal effects after treatment with cisplatin, carboplatin, ifosfamide, radiation therapy involving the kidney region, nephrectomy, or any combination of these, ranged from 0% to 84% depending on the study population, received treatment combination, reported outcome measure, follow-up duration and methodological quality.","Los participantes en los estudios habían sido tratados antes de los 21 años de edad con quimioterapia (es decir, cisplatino, carboplatino, ifosfamida), radiación o cirugía que afectaba a los riñones, o una combinación de estos tratamientos.",10.1002/14651858.CD008944.pub3
205,,"A brief psychoeducational approach could potentially be effective, but further large, high-quality studies are needed to either confirm or refute the use of this approach.","Hasta que haya estudios adicionales grandes y de alta calidad disponibles, la utilidad de la psicoeducación breve será un tema de debate.",10.1002/14651858.CD010823.pub2
209,,The evidence for a 14% relative reduction in preterm birth for zinc compared with placebo was primarily represented by trials involving women of low income and this has some relevance in areas of high perinatal mortality.,La reducción relativa del 14% en el parto prematuro con el cinc en comparación con placebo estuvo representada principalmente por ensayos en mujeres con ingresos bajos.,10.1002/14651858.CD000230.pub5
212,,"Based on evidence from only one high-bias risk trial, it appears that early laparoscopic cholecystectomy (less than 24 hours after diagnosis of biliary colic) decreases the morbidity during the waiting period for elective laparoscopic cholecystectomy (mean waiting time 4.2 months), the hospital stay, and operating time.","Según las pruebas de un solo ensayo con alto riesgo de sesgo, al parecer la colecistectomía laparoscópica temprana realizada en las 24 horas que siguen al diagnóstico de cólico biliar, disminuye las complicaciones graves, la estancia hospitalaria y el tiempo quirúrgico en comparación con la colecistectomía laparoscópica tardía con un período de espera promedio de cuatro meses.",10.1002/14651858.CD007196.pub3
213,,"For women, three initiatives (China, Finland, France) showed a statistically significant mean decrease, four (Austria, Netherlands, Switzerland, United Kingdom) showed no significant change and two (Canada, United States) showed a statistically significant mean increase in salt intake from pre-intervention to post-intervention.","Entre las mujeres, el patrón de los resultados fue menos claro: tres de nueve intervenciones mostraron una disminución; dos, un aumento; y cuatro no mostraron ningún cambio en la ingesta de sal.",10.1002/14651858.CD010166.pub2
218,,Further research is required.,Se necesitan más estudios de investigación.,10.1002/14651858.CD006973.pub2
221,,"Influenza is a communicable acute respiratory infection which, during epidemics, can cause high morbidity and mortality rates.","La gripe es una infección respiratoria viral que causa un cuadro agudo febril con mialgia, dolor de cabeza y tos, y puede dar lugar a altas tasas de morbilidad y mortalidad durante una epidemia.",10.1002/14651858.CD004559.pub4
225,,Blepharitis can be categorized in several different ways.,La blefaritis se puede clasificar de varias formas diferentes.,10.1002/14651858.CD005556.pub2
227,,"Topical treatments include eye drops with antihistamines, mast cell stabilisers, non-steroidal anti-inflammatory drugs, combinations of the previous treatments, and corticosteroids.","Las gotas para los ojos con antihistamínicos o estabilizadores de los mastocitos, o ambos, se utilizan habitualmente.",10.1002/14651858.CD009566.pub2
228,,"Four out of 52 studies, including 128 CCS, assessed the prevalence of hypomagnesaemia, which ranged between 13.2% and 28.6%.","Cuatro de los 52 estudios, incluyendo 128 SCI, evaluaron un bajo nivel de magnesio en la sangre (hipomagnesemia).",10.1002/14651858.CD008944.pub3
231,,"Of these 52 studies, 36 studied a decreased (estimated) GFR, including at least 432 CCS, and found it was present in 0% to 73.7% of participants.","Treinta y seis de 52 estudios, que incluyeron al menos a 432 participantes, llevaron a cabo una prueba de la función renal denominada tasa de filtración glomerular (TFG).",10.1002/14651858.CD008944.pub3
233,,APD may however be considered advantageous in select group of patients such as in the younger PD population and those in employment or education due to its psychosocial advantages.,"Sin embargo, la DPA puede considerarse ventajosa en grupos selectos de pacientes, como en la población más joven en DP y en las personas con empleo o educación, debido a sus ventajas psicosociales.",10.1002/14651858.CD006515
235,,To assess the effect of interventions to reduce or resolve ankle equinus in people with neuromuscular disease.,El propósito de esta revisión fue evaluar la evidencia con respecto a la efectividad de las intervenciones para mejorar la flexibilidad del tobillo en pacientes con enfermedad neuromuscular.,10.1002/14651858.CD006973.pub2
236,,"IPD affects patients' health-related quality of life, disability, and impairment.","La EPI afecta la calidad de vida relacionada con la salud, la discapacidad y el deterioro del paciente.",10.1002/14651858.CD010916.pub2
237,,Albuterol inhalation versus saline inhalation changed serum K+ from baseline at four hours [WMD -0.69 mmol/L (95% CI -0.87 to -0.51)] and at eight hours [WMD -0.59 mmol/L (95% CI -0.78 to -0.40)] after initiation of treatment.,El albuterol redujo los niveles de potasio en la sangre a las cuatro y a las ocho horas de iniciado el tratamiento.,10.1002/14651858.CD005257.pub3
239,,The last search was on 31st July 2013.,La evidencia está actualizada hasta el 31 de julio de 2013.,10.1002/14651858.CD010550.pub2
243,,To evaluate the evidence from randomised controlled trials comparing external fixation with conservative treatment for fractures of the distal radius in adults.,Esta revisión consideró la evidencia de los ensayos controlados aleatorizados que compararon la fijación externa con el tratamiento conservador.,10.1002/14651858.CD006194.pub2
244,,One trial did not contribute data.,Un ensayo no aportó datos.,10.1002/14651858.CD000230.pub5
250,,The authors reported a statistically significant increase in clinical activity in the arm that was incentivised with a fee-for-service payment.,El primer estudio encontró un aumento de la actividad clínica relacionada con los pagos de honorarios por servicios prestados.,10.1002/14651858.CD009853.pub2
252,,"In recent years there has been a growth in telephone consultation developed, in part, as a response to increased demand for general practitioner (GP) and accident and emergency (A&E) department care.",Han aumentado las visitas a los servicios de emergencias y médicos de familia.,10.1002/14651858.CD004180.pub2
256,,There is only poor quality evidence from very limited data to suggest that therapeutic ultrasound may be more effective than placebo for either short- or long-term symptom improvement in people with CTS.,Sólo hay evidencia de calidad deficiente a partir de datos muy limitados para sugerir que el ultrasonido terapéutico puede ser más efectivo que el placebo para la mejoría de los síntomas a corto o largo plazo en pacientes con síndrome del túnel carpiano.,10.1002/14651858.CD009601.pub2
