,prefix,input_text,target_text,doi
43,,"For this updated review, we searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (OVID), Embase (OVID), the Cumulative Index to Nursing and Allied Health Literature (CINAHL, EBSCO), Latin American and Caribbean Health Sciences (LILACS) and the International Standard Randomized Controlled Trial Number (ISRCTN) registry from inception to August 2016.",Les données probantes sont à jour jusqu'en août 2016.,10.1002/14651858.CD006667.pub3
49,,Most of the trials were of very low methodological quality and therefore the interpretation of any positive findings for the efficacy of the included Chinese herbal medicines for treating diabetic peripheral neuropathy should be made with caution.,La plupart des essais étaient de très faible qualité méthodologique et les résultats positifs concernant l'efficacité des plantes médicinales chinoises dans le traitement de la NDP doivent être interprétés avec prudence.,10.1002/14651858.CD007796.pub3
50,,There is an urgent need for a robust randomised controlled trial to evaluate fully the comparative effects of both treatment options.,"Par conséquent, il est urgent de réaliser des études supplémentaires pour comparer de manière exhaustive les bénéfices et les risques des deux traitements.",10.1002/14651858.CD008977.pub2
51,,Venous leg ulcers are a common and recurring type of chronic or complex wound that are associated with considerable cost to patients and to healthcare providers.,Les ulcères veineux de jambe sont un type courant et récurrent de plaies chroniques.,10.1002/14651858.CD009907.pub2
54,,"Seasonal/perennial allergic conjunctivitis is the most common allergic conjunctivitis, usually with acute manifestations when a person is exposed to allergens and with typical signs and symptoms including itching, redness, and tearing.",La conjonctivite allergique saisonnière et apériodique est le type le plus fréquent de la conjonctivite allergique.,10.1002/14651858.CD009566.pub2
56,,Risk factors reported by one eligible study were older age at screening and abdominal radiotherapy.,Les facteurs de risque signalés par une étude éligible étaient l'âge plus avancé au moment du dépistage et les radiations touchant les reins.,10.1002/14651858.CD008944.pub3
58,,All of these admissions occurred in the delayed group as all the participants were operated on within 24 hours in the early group.,Tous appartenaient au groupe retardé.,10.1002/14651858.CD007196.pub3
59,,"One trial reported that the oocyte retrieval rate was significantly lower in the natural cycle group (MD -4.40, 95% CI -7.87 to -0.93, 60 women, very low quality evidence).",Il existait des preuves issues d'études uniques indiquant qu'un nombre inférieur d'ovocytes avait été prélevé dans le groupe de traitement en cycle naturel.,10.1002/14651858.CD010550.pub2
60,,"We included randomised controlled trials (RCTs) that evaluated the effects of oral care measures (brushing, swabbing, denture cleaning mouthrinse, or combination) in residents of any age in nursing homes and other long-term care facilities.",Aucune des études n'a évalué les soins buccodentaires par rapport à l'absence de soins buccodentaires.,10.1002/14651858.CD012416.pub2
65,,It seems that all reported topical antihistamines and mast cell stabilisers reduce symptoms and signs of seasonal allergic conjunctivitis when compared with placebo in the short term.,"Les antihistaminiques et les stabilisateurs des mastocytes topiques, seuls ou en association, sont sûrs et efficaces pour réduire les symptômes de la conjonctivite allergique saisonnière et apériodique.",10.1002/14651858.CD009566.pub2
68,,None of the women involved in the studies developed antibodies against the RhD antigen.,Aucune des femmes n'a développé d'anticorps contre l'antigène RhD.,10.1002/14651858.CD007885.pub2
69,,'Ganmao' capsules were found to be more effective than amantadine in decreasing influenza symptoms and speeding recovery in one study (in which adverse reactions were mentioned in the amantadine group although no data were reported).,"Les capsules de Ganmao s'avéraient plus efficaces que l'amantadine pour réduire les symptômes grippaux et faciliter le rétablissement dans une étude (dans laquelle des réactions indésirables étaient mentionnées dans le groupe recevant de l'amantadine, mais pour lesquelles aucune donnée n'était rapportée).",10.1002/14651858.CD004559.pub4
70,,We used the GRADE approach to judge the quality of the evidence for each outcome and downgraded the evidence for mortality and unfavourable outcome to very low.,Nous avons utilisé l'approche GRADE pour évaluer la qualité des preuves.,10.1002/14651858.CD001048.pub5
73,,"We also found that rates of relapse and rehospitalisation were lower for social skills compared to standard care (relapse: 2 RCTs, n = 263, RR 0.52 CI 0.34 to 0.79, very low quality evidence), (rehospitalisation: 1 RCT, n = 143, RR 0.53 CI 0.30 to 0.93, very low quality evidence) and participants’ mental state results (1 RCT, n = 91, MD -4.01 CI -7.52 to -0.50, very low quality evidence) were better in the group receiving social skill programmes.",Les taux de rechute étaient inférieurs pour les compétences sociales par rapport à des soins standards et il y avait une différence significative en faveur des compétences sociales sur l'état mental des personnes.,10.1002/14651858.CD009006.pub2
74,,To assess the effectiveness of mass media interventions in reducing smoking among adults.,Évaluer l'efficacité des interventions dans les médias de masse dans la réduction du tabagisme chez les adultes.,10.1002/14651858.CD004704.pub4
76,,The prevalence of adverse renal effects ranged from 0% to 84%.,Le pourcentage de SCP présentant des problèmes rénaux variait de 0 % à 84 %.,10.1002/14651858.CD008944.pub3
77,,"There were no significant differences between 'E Shu You' and ribavirin in treating influenza, nor in the occurrence of adverse reactions.",Aucune différence significative n'était observée entre l'E Shu You et la ribavirine concernant le traitement de la grippe et l'incidence des réactions indésirables.,10.1002/14651858.CD004559.pub4
78,,"However, when social skills programmes were compared to a discussion group control, we found no significant differences in the participants social functioning, relapse rates, mental state or quality of life, again the quality of evidence for these outcomes was very low.","Cependant, lorsque les programmes de compétences sociales ont été comparés aux groupes de parole, il n'y avait aucune différence significative dans la fonction sociale, les taux de rechute, l'état mental ou la qualité de vie.",10.1002/14651858.CD009006.pub2
82,,The second study used a parallel group design undertaken over a three-year period to compare the impact of capitation payments with fee-for-service payments on primary care dentists’ clinical activity.,La deuxième étude comparait l'impact du paiement par capitation par rapport au paiement à l'acte au niveau de l’activité clinique des chirurgiens-dentistes traitants et au niveau de la formation de caries dentaires qui étaient constaté dans les deux systèmes de paiement.,10.1002/14651858.CD009853.pub2
86,,Three non-eligible studies showed that a higher body mass index increased the risk of hypertension.,Un indice de masse corporelle élevé a été signalé comme facteur de risque par trois études non éligibles.,10.1002/14651858.CD008944.pub3
87,,The prevalence of hypertension ranged from 0% to 50% in 2464 participants (30/52 studies).,La prévalence de l'hypertension artérielle variait de 0 % à 50 % chez 2 464 participants (30/52 études).,10.1002/14651858.CD008944.pub3
88,,This review focuses on chronic blepharitis and stratifies anterior and posterior blepharitis.,Cette revue se concentre sur la blépharite chronique qu'elle divise entre blépharite antérieure et postérieure.,10.1002/14651858.CD005556.pub2
91,,"Quality of life was also improved in the social skills programme compared to standard care (1 RCT, n = 112, MD -7.60 CI -12.18 to -3.02, very low quality evidence).",La qualité de vie était également améliorée dans le programme de compétences sociales par rapport à des soins standards.,10.1002/14651858.CD009006.pub2
92,,"Exacerbations that needed treatment in the Emergency Department (ED), hospital admission or an unscheduled healthcare visit all happened too infrequently to detect whether remote check-ups are a safe alternative to face-to-face consultations.",Trop peu de personnes ont eu des crises d'asthme qui ont nécessité un traitement à l'hôpital ou une visite non planifiée chez leur médecin pour savoir si les examens à distance étaient aussi bons que les consultations en face à face.,10.1002/14651858.CD011715.pub2
93,,Two initiatives showed mean increase in salt intake from pre-intervention to post-intervention: Canada (1.66) and Switzerland (0.80 grams/day more per person); however in both countries the pre-intervention data point was from several years prior to the initiation of the intervention.,"Deux des 10 pays (Canada et Suisse) ont montré une augmentation de l'apport en sel après l'intervention, néanmoins les seules données disponibles dans ces deux pays dataient de plusieurs années avant le début de l'intervention.",10.1002/14651858.CD010166.pub2
94,,The trials reported on global symptom improvement (including improvement in numbness or pain) and changes in nerve conduction velocity.,Les essais signalaient une amélioration globale des symptômes (y compris l'amélioration des problèmes d'engourdissement ou de douleur) et des changements dans la vitesse de conduction nerveuse.,10.1002/14651858.CD007796.pub3
95,,"There was a trend to favour this outcome in the resuturing group, however, this difference was not statistically significant (risk ratio (RR) 1.69, 95% confidence interval (CI) 0.73 to 3.88, one study, 17 women).","Une étude, portant sur 17 femmes, a montré une tendance marginale à l'amélioration de la guérison chez les femmes qui ont été resuturées, cependant, ces preuves ne sont pas concluantes.",10.1002/14651858.CD008977.pub2
96,,"Population-level interventions in government jurisdictions for dietary sodium reduction have the potential to result in population-wide reductions in salt intake from pre-intervention to post-intervention, particularly if they are multi-component (more than one intervention activity) and incorporate intervention activities of a structural nature (e.g.","Globalement, nos résultats montrent que les initiatives nationales soutenues par les gouvernements ont le potentiel de mener à des diminutions de la consommation de sel dans la population. Ce potentiel se démarque en particulier chez les hommes, si ces initiatives emploient plus d'une stratégie à la fois et si elles comprennent des activités structurées telles que la reformulation d'un produit alimentaire (c'est-à-dire que les sociétés alimentaires ajoutent moins de sel dans leurs produits).",10.1002/14651858.CD010166.pub2
97,,"Blepharitis, an inflammatory condition associated with itchiness, redness, flaking, and crusting of the eyelids, is a common eye condition that affects both children and adults.","La blépharite, définie comme une inflammation des paupières, est une affection oculaire fréquente qui touche enfants et adultes.",10.1002/14651858.CD005556.pub2
98,,"In total, we included 61 studies; 46 for prevalence, six for both prevalence and risk factors, and nine not meeting the inclusion criteria, but assessing risk factors.","Nous avons inclus 61 études, dont 46 sur la prévalence, six portant à la fois sur la prévalence et les facteurs de risque, et neuf études qui ne répondaient pas à toutes les exigences de cette revue, mais qui évaluaient les facteurs de risque (études non éligibles).",10.1002/14651858.CD008944.pub3
103,,There was inadequate reporting on adverse events in the included trials.,Les informations concernant les événements indésirables étaient mal rapportées dans les essais inclus.,10.1002/14651858.CD007796.pub3
107,,"The quality of the studies and reporting was variable, but overall the risk of bias was low.",Le risque de biais global était faible.,10.1002/14651858.CD009566.pub2
108,,"To assess the impact on selection and consumption of altering the availability or proximity of (a) food (including non-alcoholic beverages), (b) alcohol, and (c) tobacco products.","Objectif de la revue Cette revue visait à déterminer si la modification de la disponibilité ou de la proximité d’ aliments (y compris les boissons non alcoolisées), de l'alcool et des produits du tabac modifiait le choix (comme les achats) ou la consommation de ces produits par les gens.",10.1002/14651858.CD012573.pub3
112,,"Mass media are defined here as channels of communication such as television, radio, newspapers, billboards, posters, leaflets or booklets intended to reach large numbers of people, and which are not dependent on person-to-person contact.","Les campagnes ont inclus la publicité à la télévision, à la radio, dans la presse écrite et sur des panneaux publicitaires.",10.1002/14651858.CD004704.pub4
114,,We included 37 eligible trials with a total of 3110 randomised participants; nine of these were new studies since the last update (2009) and five studies had been previously excluded but were re-assessed and included during the 2017 update.,Nous avons inclus 37 études comprenant 3110 participants.,10.1002/14651858.CD001048.pub5
117,,There were no deaths in the early group (0/35) (0%) versus 1/40 (2.5%) in the delayed laparoscopic cholecystectomy group (P > 0.9999).,"Il n'y a eu aucun décès dans le groupe précoce (0 sur 35) et on a constaté un décès (1 sur 40) (2,5 %) dans le groupe de la cholécystectomie laparoscopique retardée.",10.1002/14651858.CD007196.pub3
120,,"The primary outcome was any participant-reported evaluation (by questionnaire) of severity of four main ocular symptoms: itching, irritation, watering eye (tearing), and photophobia (dislike of light), both separately and, if possible, by an overall symptom score.","Le principal critère de jugement étaient les symptômes oculaires signalés par les participants, y compris les démangeaisons et irritations oculaires (sensation de brûlure), le larmoiement des yeux et la photophobie (aversion pour la lumière).",10.1002/14651858.CD009566.pub2
124,,"Mass media are defined here as channels of communication such as television, radio, newspapers, billboards, posters, leaflets or booklets intended to reach large numbers of people, and which are not dependent on person-to-person contact.","Les programmes médiatiques de masse comprennent la communication par la télévision, la radio, les journaux, les panneaux publicitaires et les affiches ou les brochures ayant comme objectifs d'encourager les fumeurs à arrêter de fumer et à maintenir l'abstinence chez les non-fumeurs.",10.1002/14651858.CD004704.pub4
125,,"There was no evidence of a statistically significant difference between natural cycle and standard IVF in rates of OHSS (OR 0.19, 95% CI 0.01 to 4.06, one study, 60 women, very low quality evidence), clinical pregnancy (OR 0.52 95% CI 0.17 to 1.61, 4 studies, 351 women, I2=63%, low quality evidence), ongoing pregnancy (OR 0.72, 95% CI 0.50 to 1.05, three studies, 485 women, I2=0%, moderate quality evidence), multiple pregnancy (OR 0.76, 95% CI 0.25 to 2.31, 2 studies, 527 women, I2=0%, very low quality evidence), gestational abnormalities (OR 0.44 95% CI 0.03 to 5.93, 1 study, 18 women, very low quality evidence) or cycle cancellations (OR 8.98, 95% CI 0.20 to 393.66, 2 studies, 159 women, I2=83%, very low quality evidence).","Aucune différence significative n'a été détectée dans les taux de grossesses cliniques, de grossesses en cours, de grossesses multiples, d'incidence du syndrome d'hyperstimulation ovarienne, d'anomalies gestationnelles ou d'annulations du traitement.",10.1002/14651858.CD010550.pub2
128,,"Eight studies with 390,769 participants were included.","Huit études, principalement observationnelles et totalisant 390 769 participants, ont été incluses dans cette revue systématique.",10.1002/14651858.CD009350.pub2
129,,One study used a factorial design to investigate the impact of fee-for-service and an educational intervention on the placement of fissure sealants in permanent molar teeth.,Une étude examinait l'impact d’un paiement à l'acte et une intervention éducative sur la pose de scellant aux fissures des molaires définitives.,10.1002/14651858.CD009853.pub2
131,,"Among the eight studies presenting abstinence or quit rates, four showed some positive effect, although in one of them the effect was measured for quitting and cutting down combined.",Trois études ont montré un certain effet positif au niveau de l'abstinence ou des taux de sevrage.,10.1002/14651858.CD004704.pub4
132,,"The prevalence of adverse renal effects after treatment with cisplatin, carboplatin, ifosfamide, radiation therapy involving the kidney region, nephrectomy, or any combination of these, ranged from 0% to 84% depending on the study population, received treatment combination, reported outcome measure, follow-up duration and methodological quality.","Les participants aux études avaient été traités avant l'âge de 21 ans par chimiothérapie (cisplatine, carboplatine, ifosfamide), radiothérapie ou chirurgie des reins, ou une combinaison de ces traitements.",10.1002/14651858.CD008944.pub3
137,,"Based on evidence from only one high-bias risk trial, it appears that early laparoscopic cholecystectomy (less than 24 hours after diagnosis of biliary colic) decreases the morbidity during the waiting period for elective laparoscopic cholecystectomy (mean waiting time 4.2 months), the hospital stay, and operating time.","D'après les preuves issues d'un seul essai présentant un risque de biais important, il semble que la cholécystectomie laparoscopique précoce réalisée dans les 24 heures suivant le diagnostic de la colique biliaire réduise les complications graves et le temps d'opération comparé à la cholécystectomie laparoscopique retardée d'un temps d'attente moyen de quatre mois.",10.1002/14651858.CD007196.pub3
138,,"For women, three initiatives (China, Finland, France) showed a statistically significant mean decrease, four (Austria, Netherlands, Switzerland, United Kingdom) showed no significant change and two (Canada, United States) showed a statistically significant mean increase in salt intake from pre-intervention to post-intervention.","Chez les femmes, le profil des résultats était moins clair, avec trois des neuf interventions montrant une diminution, deux montrant une augmentation et quatre ne montrant pas de modification de la consommation de sel.",10.1002/14651858.CD010166.pub2
142,,Further research is required.,Des recherches supplémentaires sont nécessaires.,10.1002/14651858.CD006973.pub2
144,,"Influenza is a communicable acute respiratory infection which, during epidemics, can cause high morbidity and mortality rates.","La grippe est une infection respiratoire virale qui provoque une maladie fébrile aiguë accompagnée de myalgie, de céphalées et de toux, et qui peut être associée à des taux de morbidité et de mortalité élevés au cours d'une épidémie.",10.1002/14651858.CD004559.pub4
148,,Blepharitis can be categorized in several different ways.,La blépharite peut être classée de plusieurs manières différentes.,10.1002/14651858.CD005556.pub2
150,,"Topical treatments include eye drops with antihistamines, mast cell stabilisers, non-steroidal anti-inflammatory drugs, combinations of the previous treatments, and corticosteroids.","Les gouttes ophtalmiques contenant des antihistaminiques ou des stabilisateurs des mastocytes, ou les deux, sont couramment utilisées.",10.1002/14651858.CD009566.pub2
151,,"Four out of 52 studies, including 128 CCS, assessed the prevalence of hypomagnesaemia, which ranged between 13.2% and 28.6%.","Quatre des 52 études, incluant 128 SCP, ont évalué un faible taux de magnésium dans le sang (hypomagnésémie).",10.1002/14651858.CD008944.pub3
153,,"Of these 52 studies, 36 studied a decreased (estimated) GFR, including at least 432 CCS, and found it was present in 0% to 73.7% of participants.","Trente-six des 52 études, dont au moins 432 participants, ont effectué un test de la fonction rénale appelé débit de filtration glomérulaire (DFG).",10.1002/14651858.CD008944.pub3
156,,To assess the effect of interventions to reduce or resolve ankle equinus in people with neuromuscular disease.,L'objectif de cette revue était d'évaluer les preuves concernant l'efficacité des interventions visant à améliorer la flexibilité de la cheville chez les patients atteints de maladie neuromusculaire.,10.1002/14651858.CD006973.pub2
157,,Albuterol inhalation versus saline inhalation changed serum K+ from baseline at four hours [WMD -0.69 mmol/L (95% CI -0.87 to -0.51)] and at eight hours [WMD -0.59 mmol/L (95% CI -0.78 to -0.40)] after initiation of treatment.,L'albutérol abaissait les taux sanguins de potassium tant quatre que huit heures après le début du traitement.,10.1002/14651858.CD005257.pub3
159,,The last search was on 31st July 2013.,Cette recherche est à jour jusqu'au 31 juillet 2013.,10.1002/14651858.CD010550.pub2
166,,The authors reported a statistically significant increase in clinical activity in the arm that was incentivised with a fee-for-service payment.,La première étude rapportait une augmentation de l'activité clinique liée au paiement à l'acte.,10.1002/14651858.CD009853.pub2
168,,"In recent years there has been a growth in telephone consultation developed, in part, as a response to increased demand for general practitioner (GP) and accident and emergency (A&E) department care.",Les services des urgences et les médecins de famille reçoivent de plus en plus de visites.,10.1002/14651858.CD004180.pub2
173,,Orthodontic treatment involves using fixed or removable appliances (dental braces) to correct the positions of teeth.,Le traitement orthodontique implique l'utilisation d'appareils dentaires fixes ou amovibles pour corriger les positions des dents.,10.1002/14651858.CD008236.pub3
175,,"There was a statistically significant shorter hospital stay in the early group than in the delayed group (MD -1.25 days, 95% CI -2.05 to -0.45).",L'hospitalisation a été significativement plus courte (d'environ un jour) dans le groupe précoce par rapport au groupe retardé.,10.1002/14651858.CD007196.pub3
177,,"The ability of probiotics in maintaining and recovering the normal vaginal microbiota, and their potential ability to resist Candidas give rise to the concept of using probiotics for the treatment of VVC.","La capacité des probiotiques à maintenir et rétablir le microbiote vaginal normal, et leur capacité potentielle à résister aux Candidas ont suscité l'idée d'utiliser ces probiotiques dans le traitement de la CVV.",10.1002/14651858.CD010496.pub2
178,,The positive results described from the 49 studies of low quality are of questionable significance.,Le caractère significatif des résultats positifs décrits dans ces 49 études de faible qualité est discutable.,10.1002/14651858.CD007796.pub3
179,,"Patients with primary sclerosing cholangitis are at higher risk of cholangiocarcinoma as well as of colonic neoplasia, since primary sclerosing cholangitis is associated with inflammatory bowel disease in more than 80% of the patients.","Les patients atteints d'une cholangite sclérosante primitive ont un risque plus élevé de développer un cholangiocarcinome mais aussi d'un cancer du côlon, car la cholangite sclérosante primitive est associée à une maladie intestinale inflammatoire chez plus de 80 % des patients.",10.1002/14651858.CD004036.pub3
180,,We found moderate-quality evidence that yoga probably leads to small improvements in quality of life and symptoms in people with asthma.,"Nous avons trouvé que le yoga améliorait probablement la qualité de vie et les symptômes de l’asthme, dans une certaine mesure.",10.1002/14651858.CD010346.pub2
181,,"We included randomised controlled trials of any pharmacological intervention for acute or chronic heart failure, among people of any age with chronic kidney disease of at least three months duration.",Nous avons trouvé 31 études impliquant 23 762 personnes souffrant d'insuffisance cardiaque et de maladies rénales chroniques.,10.1002/14651858.CD012466.pub2
184,,"Despite identifying 34 trials related to treatments for blepharitis, there is no strong evidence for any of the treatments in terms of curing chronic blepharitis.","Au total, il n'y avait pas de preuve solide étayant la capacité d'aucun de ces traitements à guérir la blépharite chronique.",10.1002/14651858.CD005556.pub2
188,,Whether social skills training can improve social functioning of people with schizophrenia in different settings remains unclear and should be investigated in a large multi-centre randomised controlled trial.,La possibilité d'améliorer le fonctionnement social de personnes atteintes de schizophrénie par des programmes de compétences sociales dans différents environnements reste incertaine et devrait être étudiée plus avant par un essai contrôlé randomisé multicentrique à grande échelle.,10.1002/14651858.CD009006.pub2
189,,To determine the effectiveness and safety of interventions for non-oliguric hyperkalaemia [for the purpose of this review defined as serum potassium > 6.0 mmol/L (the clinical setting in which interventions would likely be introduced prior to reaching a grossly abnormal level) and urine output > 0.5 ml/kg/hour] in preterm or VLBW infants during their first 72 hours of life.,L'objectif de cette revue était de déterminer l'efficacité et la sécurité des interventions pour cette affection grave.,10.1002/14651858.CD005257.pub3
191,,"Most (14/18) changed the distance at which a snack food or drink was placed from the participants, whilst four studies changed the order of meal components encountered along a line.","La plupart (14/18) ont modifié la distance à laquelle une collation ou une boisson était placée par rapport aux participants, tandis que quatre études ont modifié l'ordre des composantes de repas rencontrées sur une ligne.",10.1002/14651858.CD012573.pub3
193,,The standard length of peginterferon plus ribavirin treatment for chronic hepatitis C virus (HCV) genotype 1 infected patients is 48 weeks.,"La durée standard du traitement au peginterféron et ribavirine pour les patients infectés par le génotype 1 du virus de l'hépatite C est de 48 semaines, mais le nombre de patients chez qui le traitement réussit à faire disparaitre le virus du sang (réponse virologique soutenue) est limité.",10.1002/14651858.CD008516.pub2
194,,"The proportion of people who developed serious adverse events was 0/28 (0%) in the early group, which was significantly lower than in the delayed laparoscopic cholecystectomy group 9/40 (22.5%) (P = 0.0082).",La proportion de participants ayant développé des complications graves a été significativement inférieure dans le groupe précoce par rapport à la proportion de participants dans le groupe de la cholécystectomie laparoscopique retardée.,10.1002/14651858.CD007196.pub3
195,,Asthma is a common chronic inflammatory disorder affecting about 300 million people worldwide.,"L’asthme est une maladie chronique très répandue, qui affecte environ 300 millions de personnes dans le monde.",10.1002/14651858.CD010346.pub2
196,,"Among seven campaigns reporting smoking prevalence, significant decreases were observed in the California and Massachusetts statewide tobacco control campaigns compared with the rest of the USA.","Deux campagnes ont rapporté des diminutions avérées de la prévalence du tabagisme, et certains effets positifs ont été observés dans trois autres.",10.1002/14651858.CD004704.pub4
199,,"However, the number of included studies is limited and the quality of the evidence from the two included studies was low/very low for all outcomes.","Cependant, le nombre d'études incluses est limité et la qualité des preuves est faible ou très faible pour tous les critères de jugement.",10.1002/14651858.CD009853.pub2
200,,"Six studies investigated availability interventions, of which two changed the absolute number of different options available, and four altered the relative proportion of less-healthy (to healthier) options.","Six études comportaient des interventions sur la disponibilité, dont quatre modifiaient la proportion relative d'options moins saines par rapport à des options plus saines, et deux modifiaient le nombre absolu d'options différentes disponibles.",10.1002/14651858.CD012573.pub3
206,,"The study identified no serious events and 64 non-serious events, the most common of which were oral cavity disturbances (not defined) and dental staining.",Les événements sans gravité les plus fréquemment signalés étaient des troubles de la bouche et les taches sur les dents.,10.1002/14651858.CD012416.pub2
208,,Financial incentives within remuneration systems may produce changes to clinical activity undertaken by primary care dentists.,Les incitations financières dans le cadre du système de rémunération pourraient produire des modifications d'activité clinique chez les chirurgiens-dentistes traitants.,10.1002/14651858.CD009853.pub2
212,,"Primary sclerosing cholangitis is a chronic cholestatic disease of intrahepatic and extrahepatic biliary ducts, characterised by chronic periductal inflammation and sclerosis of the ducts, which results in segmental stenoses of bile ducts, cholestasis, fibrosis, and ultimately, liver cirrhosis.","La cholangite sclérosante primitive est une maladie cholestatique chronique des voies biliaires intra- et extra-hépatiques, qui se caractérise par une inflammation périductale chronique et une sclérose des voies biliaires, ce qui entraîne des sténoses segmentaires des voies biliaires, une cholestase, une fibrose et au bout du compte, une cirrhose du foie.",10.1002/14651858.CD004036.pub3
213,,This is an update of a previously published review.,Il s’agit d’une mise à jour d'une revue déjà publiée.,10.1002/14651858.CD003147.pub5
221,,To compare the efficacy and safety of natural cycle IVF (including both NC-IVF and MNC-IVF) with controlled ovarian hyperstimulation IVF (COH-IVF) in subfertile couples.,L'objectif de cette revue systématique était d'évaluer l'efficacité et l'innocuité de la FIV en cycle naturel et de la FIV en cycle naturel modifié comparées à la FIV avec hyperstimulation ovarienne contrôlée chez les couples hypofertiles.,10.1002/14651858.CD010550.pub2
225,,"The 52 studies evaluating the prevalence of renal dysfunction included 13,327 participants of interest, of whom at least 4499 underwent renal function testing.","Les 52 études qui ont évalué la prévalence des effets indésirables rénaux comprenaient 13 327 participants, dont 4499 ont subi des tests de fonction rénale.",10.1002/14651858.CD008944.pub3
229,,This trial did not report quality of life or return to work.,La qualité de vie et le retour au travail n'ont pas été rapportés dans cet essai.,10.1002/14651858.CD007196.pub3
