,prefix,input_text,target_text,doi
36,,"We included randomised controlled trials (RCTs) that compared yoga with usual care (or no intervention) or sham intervention in people with asthma and reported at least one of the following outcomes: quality of life, asthma symptom score, asthma control, lung function measures, asthma medication usage, and adverse events.",ما 15 مطالعه را مرور کردیم که به مقایسه اثرات یوگا با درمان معمول یا یوگای ساختگی در 1048 شرکت‌کننده پرداخته بودند.,10.1002/14651858.CD010346.pub2
38,,Evidence for other outcomes is inconclusive.,شواهد مربوط به مرگ‌ومیر به هر علتی قطعی نبود، اما مطالعات نشان می‌دهند که مراقبت حرفه‌ای در مقایسه با مراقبت‌های معمول از دهان ممکن است تعداد مرگ‌ومیرهای ناشی از پنومونی را، که پس از 24 ماه اندازه‌گیری شدند، کاهش دهد.,10.1002/14651858.CD012416.pub2
40,,"Future studies should focus on adequate study designs and reporting, including large prospective cohort studies with adequate control groups when possible.",برای به دست آوردن بینش بهتر در مورد عوارض جانبی کلیوی و عوامل خطرساز مرتبط، به انجام پژوهش‌های بیشتر و به ویژه با کیفیت بالاتر نیاز است.,10.1002/14651858.CD008944.pub3
46,,Further trials are needed to draw reliable conclusions.,بنابراین، نمی‌توانیم به یافته‌ها اتکا کنیم و انجام پژوهش‌های بیشتری لازم است.,10.1002/14651858.CD012416.pub2
47,,"We included randomized controlled trials (RCTs) of adults with AO, AOA or anaplastic astrocytoma (AA) comparing adjuvant treatment of chemotherapy, RT, or sequential chemotherapy and RT.",پس از جراحی، شرکت‏‌کنندگان باید رادیوتراپی تنها، شیمی‌درمانی تنها، یا رادیوتراپی به‌علاوه شیمی‌درمانی را دریافت کنند.,10.1002/14651858.CD007104.pub2
48,,The open technique involves uncovering the canine tooth and removing the overlying palatal tissue to leave it uncovered.,تقریبا 10 روز بعد، این پک برداشته می‌شود و به کانین اجازه می‌دهد که به طور طبیعی بیرون بیاید.,10.1002/14651858.CD006966.pub3
50,,"We included four RCTs (3905 participants), all of which were at high risk of bias.",چهار مطالعه را وارد کردیم، که در مجموع 3905 شرکت‌کننده را به‌طور تصادفی به درمان یا مراقبت‌های معمول اختصاص دادند.,10.1002/14651858.CD012416.pub2
51,,We included one trial (13 participants) and identified three ongoing trials that assess RBC transfusion strategies in people with MDS.,در این مرور، تنها یک مطالعه کوچک با 13 بیمار مبتلا به نارسایی مغز استخوان یافت شد.,10.1002/14651858.CD011577.pub2
52,,"For selection outcomes, meta-analysis of three comparisons from three studies (n = 154) found that exposure to fewer options resulted in a large reduction in selection of the targeted food(s): SMD −1.13 (95% confidence interval (CI) −1.90 to −0.37) (low certainty evidence).",با این حال، قطعیت شواهد برای این تاثیرات پایین بود.,10.1002/14651858.CD012573.pub3
53,,"We included four RCTs (3905 participants), all of which were at high risk of bias.",چهار مطالعه را شناسایی کردیم که همه آنها مراقبت حرفه‌ای را از دهان با مراقبت‌های معمول از دهان در ساکنان خانه سالمندان مقایسه کردند.,10.1002/14651858.CD012416.pub2
55,,"The quality of the evidence was low, the main limitations being lack of blinding and imprecision.",کیفیت شواهد در سطح پائین بود، محدودیت های اصلی عبارت بود از عدم-دقت (خطای تصادفی) و عدم کورسازی (فرایندی که در آن از آگاهی شرکت‌کننده و ارزیاب از نوع مداخله دریافت شده پیشگیری می‌شود).,10.1002/14651858.CD008720.pub2
57,,The majority of tumours arise from surface of the ovary (epithelial).,سرطان اپی‌تلیالی تخمدان (epithelial ovarian cancer; EOC) از سلول‌های پوشش دهنده سطح تخمدان منشا می‌گیرد.,10.1002/14651858.CD011322.pub2
58,,"For this updated review, we searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (OVID), Embase (OVID), the Cumulative Index to Nursing and Allied Health Literature (CINAHL, EBSCO), Latin American and Caribbean Health Sciences (LILACS) and the International Standard Randomized Controlled Trial Number (ISRCTN) registry from inception to August 2016.",شواهد تا آگوست 2016 به‌روز است.,10.1002/14651858.CD006667.pub3
59,,Hypothermia has been used in the treatment of brain injury for many years.,این کار شامل خنک کردن سر یا تمام بدن به دمایی زیر دمای بدن طبیعی است.,10.1002/14651858.CD001048.pub5
60,,"Given the widespread use of PEP devices, there is a need to determine the evidence for their effect.",ما شواهد را در مورد استفاده از فیزیوتراپی فشار مثبت بازدمی (positive expiratory pressure; PEP) برای پاکسازی راه‌های هوایی در افراد مبتلا به فیبروز کیستیک (CF) مرور کردیم.,10.1002/14651858.CD003147.pub5
62,,"Effects of anti-arrhythmic agents, digoxin, phosphodiesterase inhibitors, renin inhibitors, sinus node inhibitors, vasodilators, and vasopressin receptor antagonists were very uncertain due to the paucity of studies.",مطالعات موجود واقعا نمی‌توانند به ما بگویند داروهایی که برای درمان نارسایی قلبی در جمعیت عمومی استفاده می‌شوند، برای بیمارانی که هم مبتلا به نارسایی قلبی و هم بیماری مزمن کلیه هستند، موثر یا ایمن ظاهر می‌شوند یا خیر.,10.1002/14651858.CD012466.pub2
63,,To compare the effectiveness and safety of luteinising hormone releasing hormone (LHRH) agonists with chemotherapeutic agents or placebo in relapsed epithelial ovarian cancer (EOC).,ما این مرور را برای ارزیابی این موضوع که درمان هورمونی (آگونیست LHRH) در مقایسه با شیمی‌درمانی یا دارونما (placebo) در زنان با عود EOC، موثر و ایمن است یا خیر، انجام دادیم.,10.1002/14651858.CD011322.pub2
66,,"Currently, the evidence suggests that neither the open or closed surgical technique for exposing palatally displaced maxillary canine teeth is superior for any of the outcomes included in this review; however, we considered the evidence to be low quality, with two of the three included studies being at high risk of bias.",به طور کلی، کیفیت شواهد را پائین ارزیابی کردیم، بدین معنی که ما نمی‌توانیم نسبت به یافته‌ها اطمینان داشته باشیم.,10.1002/14651858.CD006966.pub3
67,,"For consumption outcomes, meta-analysis of three comparisons from two studies (n = 150) found that exposure to fewer options resulted in a moderate reduction in consumption of those foods, but with considerable uncertainty: SMD −0.55 (95% CI −1.27 to 0.18) (low certainty evidence).",با این حال، قطعیت شواهد برای این تاثیرات پایین بود.,10.1002/14651858.CD012573.pub3
69,,The larger implementation study that compared two general practice populations demonstrated that offering telephone check-ups and proactively phoning participants increased the number of people with asthma who received a review.,مطالعه‌ای که مزایای احتمالی ارائه گزینه یک معاینه تلفنی را تست می‌کرد، نشان داد که این کار موجب افزایش تعداد افراد مرور می‌شود، اما مزایای کلی در پیامدهای آسم نشان نداد.,10.1002/14651858.CD011715.pub2
71,,One study reported no difference between the exercise and control groups whereas the second reported a reduction in symptoms in the exercise group.,یک مطالعه گزارش داد تفاوتی بین تمرینات ورزشی و گروه کنترل وجود ندارد، در حالی که دومین مطالعه کاهش را در نشانه‌های گروه تمرینات ورزشی نشان داد.,10.1002/14651858.CD010637.pub2
72,,"We were also unable to determine whether professional oral care resulted in a lower number of first episodes of pneumonia compared with usual care over a 24-month period (RR 0.61, 95% CI 0.37 to 1.01; one study, 366 participants analysed; low-quality evidence).",از روی شواهد محدود، نمی‌توانیم تشخیص دهیم که مراقبت حرفه‌ای از دهان برای پیشگیری از پنومونی بهتر از مراقبت‌های معمول از دهان است یا بدتر.,10.1002/14651858.CD012416.pub2
73,,A new full search was conducted on 15 February 2017 but no new studies were identified.,شواهد موجود در این مطالعه مروری که با گروه سلامت دهان در کاکرین انجام شد، تا 15 فوریه 2017 به‌روز شد.,10.1002/14651858.CD008236.pub3
75,,All randomised controlled trials (RCTs) comparing wound drainage versus no wound drainage in individuals after axillary dissection for the treatment of breast carcinoma were included.,هفت کارآزمایی تصادفی‌سازی و کنترل شده را شامل 960 شرکت‌کننده آنالیز کردیم که جایگذاری درن را با عدم انجام آن پس از لنفادنکتومی آگزیلاری در روند مدیریت درمانی سرطان پستان مقایسه کردند.,10.1002/14651858.CD006823.pub2
76,,"There was low-quality evidence from two studies that professional oral care may reduce the risk of pneumonia-associated mortality compared with usual oral care at 24-month follow-up (RR 0.41, 95% CI 0.24 to 0.72, 507 participants analysed).",به دلیل کم بودن تعداد مطالعات و مشکلات موجود در طراحی آنها، کیفیت شواهد در سطح پائین یا بسیار پائین بود.,10.1002/14651858.CD012416.pub2
77,,Two techniques for exposing palatal canines are routinely used in the UK: the closed technique and the open technique.,اندکی پس از جراحی، یک بریس ارتودنسی برای وارد کردن نیروی ملایم مورد استفاده قرار می‌گیرد تا کانین را در جای درست خود درون قوس دندان قرار دهد.,10.1002/14651858.CD006966.pub3
78,,The duration of follow-up was 2.5 years and quality of life (QoL) was not reported in this study.,داده‌های مربوط به کیفیت زندگی در هر دو مطالعه گزارش نشده بود.,10.1002/14651858.CD011322.pub2
79,,Risk factors reported by one eligible study were older age at screening and abdominal radiotherapy.,عوامل خطرساز گزارش‌شده توسط یک مطالعه واجد شرایط، شامل سن بالاتر هنگام غربالگری و انجام رادیاسیون در ناحیه کلیه بود.,10.1002/14651858.CD008944.pub3
80,,"Two thirds of these women will present with advanced disease, requiring aggressive treatment, which includes debulking surgery (removal of as much disease as possible) and chemotherapy.",درمان اولیه شامل جراحی (برداشتن بیماری تا جایی که امکان‌پذیر است) و پس از آن شیمی‌درمانی است.,10.1002/14651858.CD011322.pub2
82,,The studies were otherwise at low risk of bias.,شواهد انجام رادیوتراپی و شیمی‌درمانی از کیفیت مطلوبی برخوردار بوده اما پراکنده بودند.,10.1002/14651858.CD007104.pub2
83,,This review indicates that there is currently a lack of evidence for the recommendation of a particular transfusion strategy for bone marrow failure patients undergoing supportive treatment only.,در حال حاضر، برای توصیه درباره سیاست ترانسفیوژن خون محدود به جای آزاد، شواهدی وجود ندارد.,10.1002/14651858.CD011577.pub2
85,,"We included randomised controlled trials (RCTs) that evaluated the effects of oral care measures (brushing, swabbing, denture cleaning mouthrinse, or combination) in residents of any age in nursing homes and other long-term care facilities.",هیچ مطالعه‌ای مراقبت از دهان را در برابر عدم مراقبت از دهان ارزیابی نکرد.,10.1002/14651858.CD012416.pub2
89,,"With currently available evidence, it was not possible to draw solid conclusions regarding the prevalence of, and treatment-related risk factors for, specific adverse renal effects.",برای به دست آوردن بینش بهتر در مورد عوارض جانبی کلیوی و عوامل خطرساز مرتبط، به انجام پژوهش‌های بیشتر و به ویژه با کیفیت بالاتر نیاز است.,10.1002/14651858.CD008944.pub3
90,,"However, most women (75%) with advanced epithelial ovarian cancer (EOC) will relapse following surgery and chemotherapy.",صرف نظر از نوع درمان، سرطان در برخی از مقاطع زندگی برخی از زنان باز می‌گردد.,10.1002/14651858.CD011322.pub2
92,,'Ganmao' capsules were found to be more effective than amantadine in decreasing influenza symptoms and speeding recovery in one study (in which adverse reactions were mentioned in the amantadine group although no data were reported).,در یک مطالعه (که در آن عوارض جانبی برای گروه آمانتادین ذکر شد، هر چند که هیچ داده‌ای گزارش نشد)، کپسول «گانمائو (Ganmao)» در مقایسه با آمانتادین در کاهش نشانه‌های آنفلوآنزا و کمک به بهبودی بیمار، تاثیرگذارتر شناخته شد.,10.1002/14651858.CD004559.pub4
93,,We included 15 RCTs with a total of 1048 participants.,ما 15 مطالعه را مرور کردیم که به مقایسه اثرات یوگا با درمان معمول یا یوگای ساختگی در 1048 شرکت‌کننده پرداخته بودند.,10.1002/14651858.CD010346.pub2
94,,We used the GRADE approach to judge the quality of the evidence for each outcome and downgraded the evidence for mortality and unfavourable outcome to very low.,از رویکرد GRADE برای قضاوت در مورد کیفیت شواهد استفاده کردیم.,10.1002/14651858.CD001048.pub5
96,,To assess the effectiveness and safety of probiotics for the treatment of vulvovaginal candidiasis in non-pregnant women.,در این مرور کاکرین، ما تاثیر و ایمنی پروبیوتیک‌ها را برای درمان کاندیدیازیس ولووواژینال (vulvovaginal candidiasis; VVC) در زنان غیر-باردار در مقایسه با داروهای ضد-قارچ معمول، یا پروبیوتیک‌هایی که برای تغییر تاثیرات داروهای ضد-قارچ معمول مورد استفاده قرار گرفتند، ارزیابی کردیم.,10.1002/14651858.CD010496.pub2
97,,Patients who relapse are treated with either platinum or non-platinum drugs and this is dependent on the platinum-sensitivity and platinum-free interval.,با این حال اگر عود سرطان درون شش ماه رخ دهد، زنان با داروهای غیر-پلاتینومی تحت درمان قرار می‌گیرند، چرا که داروهای پلاتینومی بعید است تاثیر مجددی داشته باشند.,10.1002/14651858.CD011322.pub2
98,,Overall survival (OS) and QoL outcomes were not reported.,داده‌های مربوط به کیفیت زندگی در هر دو مطالعه گزارش نشده بود.,10.1002/14651858.CD011322.pub2
100,,To assess the effectiveness of mass media interventions in reducing smoking among adults.,ارزیابی اثربخشی مداخلات رسانه‌ای در کاهش مصرف سیگار در بزرگسالان.,10.1002/14651858.CD004704.pub4
101,,The prevalence of adverse renal effects ranged from 0% to 84%.,درصد CCS مبتلا به مشکلات کلیوی از 0% تا 84% متفاوت بود.,10.1002/14651858.CD008944.pub3
102,,"There were no significant differences between 'E Shu You' and ribavirin in treating influenza, nor in the occurrence of adverse reactions.",هیچ تفاوت معنی‌داری میان «E Shu You» و ریباویرین (ribavirin) در درمان آنفلوآنزا، همچنین در وقوع عوارض جانبی وجود نداشت.,10.1002/14651858.CD004559.pub4
103,,"In addition, two non-eligible studies showed an association of a longer follow-up period with glomerular dysfunction.",برخی از مطالعات هم‌چنین گزارش دادند که سیس‌پلاتین و مدت زمان طولانی پیگیری از عوامل خطرساز هستند.,10.1002/14651858.CD008944.pub3
104,,"However, current evidence remains weak due to methodological limitations of the trials.",با این حال، از آنجا که این مطالعات وارد شده دارای کیفیت پائینی بودند، شواهد از استفاده از محصولات دارویی چینی در آنفلوآنزا، حمایت نکرده یا آن را رد نمی‌کنند.,10.1002/14651858.CD004559.pub4
105,,"In vitro maturation (IVM) is a fertility treatment that involves the transvaginal retrieval of immature oocytes, and their subsequent maturation and fertilisation.",در IVM، تخمک‌های نابالغ متعددی، معمولا از تخمدان تحریک نشده، قبل از بلوغ و متعاقب آن لقاح، بازیابی می‌شوند.,10.1002/14651858.CD008720.pub2
106,,A ventilation strategy that included recruitment manoeuvres in participants with ARDS reduced intensive care unit mortality without increasing the risk of barotrauma but had no effect on 28-day and hospital mortality.,بسیاری از کارآزمایی‌ها از مانور احیا همراه با سایر تکنیک‌‌ها یا استراتژی‌های ونتیلاسیون استفاده کردند، و این ممکن است پیامدها را تحت تأثیر قرار داده باشد.,10.1002/14651858.CD006667.pub3
108,,Pharmacological interventions for heart failure in people with CKD have the potential to reduce death (any cause) or hospitalisations for decompensated heart failure.,با این حال، چندان مشخص نیست که این درمان‌ها می‌توانند به افراد مبتلا به نارسایی قلبی که همزمان با مشکلات کلیه (زمانی که کلیه‌ها آب و مایعات را به درستی از بدن خارج نمی‌کنند) دست‌وپنجه نرم می‌کنند، کمکی برسانند یا خیر.,10.1002/14651858.CD012466.pub2
110,,"Current rehabilitation approaches have limited effectiveness in improving outcomes in patients with IPD, but a possible adjunct to rehabilitation might be non-invasive brain stimulation by transcranial direct current stimulation (tDCS) to modulate cortical excitability, and hence to improve these outcomes in IPD.",استراتژی‌های کنونی توان‌بخشی، اثربخشی محدودی در بهبود این پیامدها دارند.,10.1002/14651858.CD010916.pub2
112,,There is more uncertainty about potential adverse effects of yoga and its impact on lung function and medication usage.,اطلاعات در مورد عوارض جانبی ناخواسته بسیار محدود بود؛ انجام مطالعات بیشتری برای ارزیابی این مساله مورد نیاز است.,10.1002/14651858.CD010346.pub2
114,,"The improvement in sensitivity with of contrast use was statistically significant (LR Chi2 = 13.47, 1 df; P = 0.0002 for model improvement).",استفاده از کنتراست، حساسیت اولتراسوند را به میزان قابل توجهی افزایش داد.,10.1002/14651858.CD010296.pub2
116,,Randomised controlled trials (RCTs) that compared LHRH agonists with chemotherapeutic agents or placebo in relapsed EOC.,ما بانک اطلاعاتی الکترونیکی و سایر منابع را برای یافتن کارآزمایی‌های تصادفی‌سازی و کنترل شده (randomised controlled trials; RCTs) که آگونیست LHRH را با شیمی‌درمانی یا دارونما در زنان با عود EOC مقایسه کرده بودند، جست‌وجو کردیم. دو RCT تشخیص داده شد.,10.1002/14651858.CD011322.pub2
117,,Three non-eligible studies showed that a higher body mass index increased the risk of hypertension.,شاخص توده بدنی بالا به عنوان یک عامل خطرساز توسط سه مطالعه غیر-واجد شرایط گزارش شد.,10.1002/14651858.CD008944.pub3
118,,"However, the certainty of this evidence as assessed by GRADE is low or very low.",با این حال، مطالعاتی با کیفیت بسیار بالا در شرایط دنیای واقعی مورد نیاز هستند تا این یافته را بیشتر مشخص کنند.,10.1002/14651858.CD012573.pub3
119,,The prevalence of hypertension ranged from 0% to 50% in 2464 participants (30/52 studies).,شیوع فشار خون بالا در 2464 شرکت‌کننده از 0% تا 50% متغیر بود (30/52 مطالعه).,10.1002/14651858.CD008944.pub3
121,,"In a study where infants performing either PEP or PDPV experienced some gastro-oesophageal reflux , this was more severe in the PDPV group (26 infants, low-quality evidence).",هیچ شواهدی وجود نداشت که PEP باعث آسیب می‌شود، به جز در یک مطالعه که در آن نوزادان تحت PEP یا دق کردن در موقعیت‌های مختلف قرار گرفتند که از گرانش برای کمک به تخلیه ترشحات استفاده شد؛ در این مطالعه نوزادان در وضعیت سر به طرف پائین، دچار ریفلاکس معده‌-مری (بازگرداندن مواد غذایی) شدند؛ این عارضه در گروه استفاده کننده از درناژ وضعیتی با دق کردن، شدیدتر بود.,10.1002/14651858.CD003147.pub5
122,,"We included randomised controlled trials (RCTs) that evaluated the effects of oral care measures (brushing, swabbing, denture cleaning mouthrinse, or combination) in residents of any age in nursing homes and other long-term care facilities.",شرکت‌کنندگان، افراد سالمندی بودند که در خانه‌های سالمندان با مراقبت طولانی-مدت اقامت داشته و در ابتدای مطالعات، مبتلا به پنومونی نبودند.,10.1002/14651858.CD012416.pub2
123,,"We searched in following international resources: World Health Organization International Clinical Trials Registry Platform, ClinicalTrials.gov, Web of Science and OpenGrey.",ما شواهد را تا اکتبر 2017 جست‌وجو کردیم و 10 کارآزمایی بالینی را با 1656 شرکت‌کننده وارد کردیم.,10.1002/14651858.CD010496.pub2
