,prefix,input_text,target_text,doi
40,,"Cochrane Oral Health’s Information Specialist searched the following databases: Cochrane Oral Health’s Trials Register (to 15 November 2017), the Cochrane Central Register of Controlled Trials (CENTRAL) (the Cochrane Library, 2017, Issue 10), MEDLINE Ovid (1946 to 15 November 2017), and Embase Ovid (1980 to 15 November 2017) and Cumulative Index to Nursing and Allied Health Literature (CINAHL; 1937 to 15 November 2017).",This review was carried out through Cochrane Oral Health.,10.1002/14651858.CD012416.pub2
41,,We also searched registers of clinical trials and abstracts of scientific meetings.,We searched electronic databases and other resources for randomised controlled trials (RCTs) comparing LHRH agonists with chemotherapy or placebo in women with relapsed EOC.Two RCTs were identified.,10.1002/14651858.CD011322.pub2
43,,"Application of the findings of this review would depend on trial setting, population, disease area, data collection and follow-up procedures.","Therefore, more studies are needed to help decide whether our findings could be used in other research fields.",10.1002/14651858.MR000032.pub2
44,,"However, all studies were scored as having high risk of bias, reflecting the observational nature of the research and the use of an uncontrolled study design.","Low-bias study designs, such as randomised controlled trials, typically are not suitable for evaluating complex initiatives such as these; therefore, we rated all of the studies included in this review as having low methodological quality.",10.1002/14651858.CD010166.pub2
45,,No studies evaluated oral care versus no oral care.,None of the studies evaluated oral care versus no oral care.,10.1002/14651858.CD012416.pub2
46,,"However, these interventions are of uncertain benefit and may increase the risk of harm, such as hypotension and electrolyte abnormalities, in those with CKD.",Existing studies cannot really tell us whether medicines used to treat heart failure in the general population are effective or safe for people who have both heart failure and chronic kidney disease.,10.1002/14651858.CD012466.pub2
47,,"SU (with or without metformin) gave poorer metabolic control compared to insulin alone (mean difference in glycosylated haemoglobin A1c (HbA1c) from baseline to end of study, for insulin compared to oral therapy: -1.3% (95% confidence interval (CI) -2.4 to -0.1; P = 0.03, 160 participants, four studies, follow-up/duration of therapy: 12, 30, 36 and 60 months; however, heterogeneity was considerable).","However, there does seem to be evidence from this review that the drug sulphonylurea (like glibenclamide or glyburide, gliclazide) could make patients insulin dependent sooner and it does not control blood sugar as well as insulin.",10.1002/14651858.CD006165.pub3
49,,"We included randomised controlled trials of asthma education for children who had attended the emergency department for asthma, with or without hospitalisation, within the previous 12 months.",This review looked at studies which compared usual care for asthma to more intensive educational programmes and the results showed a statistically significant reduction in the treatment groups needing subsequent emergency department visits or hospital admissions.,10.1002/14651858.CD001290.pub2
50,,"food product reformulation, food procurement policy in specific settings).","When we focused on the subset of seven countries whose salt reduction initiatives included multiple components and were not focused solely on educating the public, we found that more than half (four of seven) showed a decrease in salt intake from pre-intervention to post-intervention.",10.1002/14651858.CD010166.pub2
52,,"We judged the risk of bias to be high for both studies and the overall quality of the evidence was low/very low for all outcomes, as assessed using the GRADE approach.","However, the number of included studies is limited and the quality of the evidence is low/very low for all outcomes.",10.1002/14651858.CD009853.pub2
54,,The extent and quality of evidence guiding treatment choice for this condition are uncertain.,The uncertainty as to which option is best prompted this review of the current evidence.,10.1002/14651858.CD006934.pub3
55,,"Antibiotics could be beneficial in preventing LRTIs in high-risk children, and may also help prevent school absenteeism and work days missed by children and/or carers.",Using antibiotics to prevent LRTI in high-risk children aged 12 years and under may be beneficial.,10.1002/14651858.CD011530.pub2
56,,Sleep bruxism is an oral activity characterized by involuntary teeth grinding or clenching during sleep.,"There are several signs and symptoms of sleep bruxism, such as abnormal tooth wear, fractured teeth, jaw muscle discomfort, joint pain or tenderness, and headaches.",10.1002/14651858.CD005578.pub2
58,,All trials used probiotics as adjuvant therapy to antifungal drugs.,Three trials compared vaginal suppository of miconazole (antifungal medicine) plus vaginal capsules of probiotics with vaginal suppository of miconazole alone.,10.1002/14651858.CD010496.pub2
59,,There was insufficient evidence on the effectiveness of pharmacotherapy for the treatment of sleep bruxism.,This systematic review concluded that there is not enough evidence in the literature to show that drugs can reduce sleep bruxism.,10.1002/14651858.CD005578.pub2
60,,"For the current review we only included studies that were conducted on samples from community settings, and excluded studies that were conducted in primary care or secondary care settings.",Our review focussed on those studies that were conducted in community based settings.,10.1002/14651858.CD010860.pub2
61,,"Therefore, we judged the overall quality of evidence as very low according to the GRADE approach.",Quality of the evidence We judged the overall quality of evidence as very low: the two included studies were small (54 participants in total) and were at high risk of bias based on their methods of blinding or randomisation.,10.1002/14651858.CD010637.pub2
64,,"There was moderate evidence that lumbar supports are not more effective than no intervention or training in preventing low-back pain, and conflicting evidence whether lumbar supports are effective supplements to other preventive interventions.","Back supports plus usual medical care reduced the number of days of low-back pain and improved function, but did not reduce sick leave (one study, 360 people).",10.1002/14651858.CD001823.pub3
65,,"All were conducted in the UK, and tested short-term changes in the consultation time allocated to each patient.",All studies tested short-term changes in the consultation time allocated to each patient.,10.1002/14651858.CD003540.pub3
66,,"Furthermore, with retrospective evaluation of biomarkers, codeletion of complete chromosome arms 1p and 19q and IDH-1 or -2 mutation were independent prognostic factors for OS in two of the RCTs (Radiation Therapy Oncology Group (RTOG) and EORTC), and were predictive for OS in one trial (RTOG).","Furthermore, in one study, these specific chromosome deletions and mutations predicted which group of participants derived benefit from the addition of chemotherapy to radiotherapy after surgery.",10.1002/14651858.CD007104.pub2
68,,No studies reported on adverse events (other than miscarriage) or drug reactions.,No studies reported on adverse events (other than miscarriage) or drug reactions.,10.1002/14651858.CD008720.pub2
69,,Therapeutic ultrasound may be offered to people experiencing mild to moderate symptoms of carpal tunnel syndrome (CTS).,Carpal tunnel syndrome is more common in women and older age groups.,10.1002/14651858.CD009601.pub2
70,,"The effects of ACEi or ARB, or aldosterone antagonists on worsening heart failure or kidney function, hypotension, or quality of life were uncertain due to sparse data or were not reported.",Existing studies cannot really tell us whether medicines used to treat heart failure in the general population are effective or safe for people who have both heart failure and chronic kidney disease.,10.1002/14651858.CD012466.pub2
71,,We downgraded the evidence for the pneumonia outcome to low.,"We judged the evidence for death or severe disability to be very low quality, and the evidence for pneumonia to be low quality.",10.1002/14651858.CD001048.pub5
73,,"The prevalence of adverse renal effects after treatment with cisplatin, carboplatin, ifosfamide, radiation therapy involving the kidney region, nephrectomy, or any combination of these, ranged from 0% to 84% depending on the study population, received treatment combination, reported outcome measure, follow-up duration and methodological quality.","The studies were very different from each other, in the types of participants and treatments, length of follow-up and how they measured treatment results, and their methods were of variable quality.",10.1002/14651858.CD008944.pub3
75,,A key method of surgical fixation is external fixation.,Surgery may be considered for more seriously displaced fractures.,10.1002/14651858.CD006194.pub2
76,,"The choice of IM or IV route of administration will depend on the available preparations, the dose to be administered and also on the patients' preferences.","The choice of intramuscular or intravenous route of administration will depend on available preparations, the dose to be administered and the woman's preference.",10.1002/14651858.CD007885.pub2
78,,"However, long-term studies had equivocal or conflicting results regarding the effect on this outcome (low- to moderate-quality evidence).","However, the rate of flare ups of respiratory symptoms decreased in people using PEP compared to other forms of physiotherapy such as a vibrating PEP device or a vibrating vest.",10.1002/14651858.CD003147.pub5
79,,The tooth is then moved into position covered by the palatal mucosa.,The canine moves into position beneath the gum.,10.1002/14651858.CD006966.pub3
80,,"We included three studies, involving 146 participants.","Authors with Cochrane Oral Health found three relevant studies, involving 146 participants who had eye teeth displaced in the roof of the mouth, either on one or both sides.",10.1002/14651858.CD006966.pub3
81,,"The quality of the evidence from studies including children with HIV infection, cystic fibrosis or cancer was moderate.",We rated the quality of the evidence for antibiotic use in reducing deaths as moderate because of differences in the types of antibiotics used.,10.1002/14651858.CD011530.pub2
82,,"Of the other interventions, oryzanol (rice bran oil and rice embryo oil extract) showed benefit over the antimuscarinic doxepin in terms of 'no clinically important change' (n=104, 1 RCT, RR 0.45 CI 0.27 to 0.75, NNT 4 CI 2 to 7).","Another medication called oryzanol and a Chinese traditional medicine called Suo quo wan were found to have benefit over doxepin, an antimuscarinic.",10.1002/14651858.CD005579.pub2
84,,"All studies were conducted in high-income countries, predominantly in the USA (14/24).","We searched for all available evidence from randomised controlled trials (a type of study in which participants are assigned to one of two or more treatment groups using a random method) to answer this question, and found 24 studies, all of which were conducted in high-income countries.",10.1002/14651858.CD012573.pub3
85,,Regular check-ups with a healthcare professional are essential to monitor symptoms and adjust medication.,Regular contact with a doctor or asthma nurse is essential to keep track of symptoms and use of inhalers.,10.1002/14651858.CD011715.pub2
86,,"Standard treatment comprises internal widening of the strictured area by simple dilatation or by telescope-guided internal cutting (optical urethrotomy), but these interventions are associated with a high failure rate requiring repeated treatment.",Standard treatment consists of widening the strictured segment using instruments passed down the urethra (called urethral dilatation or urethrotomy).,10.1002/14651858.CD006934.pub3
87,,Evidence of very low quality indicates no difference in dropouts and adverse events between tDCS and control groups.,Proportions of adverse events and people discontinuing the study were comparable between groups.,10.1002/14651858.CD010916.pub2
88,,"However, in order to find out if CrP works in general, we also analysed the effect of all pooled CrP doses versus placebo on body weight only.","When the results obtained from the doses of chromium picolinate investigated (200 µg, 400 µg, 500 µg, 1000 µg) were pooled, study participants lost around 1 kg of body weight more than participants receiving placebo.",10.1002/14651858.CD010063.pub2
92,,"From these, we identified 15 national initiatives, including more than 260,000 people, that met the inclusion criteria.",Initiatives in 15 countries met the inclusion criteria.,10.1002/14651858.CD010166.pub2
93,,"To evaluate the effectiveness of the adhesives used to attach bonded molar tubes, and the relative effectiveness of the adhesives used to attach bonded molar tubes versus adhesives used to attach bands, during fixed appliance treatment, in terms of: (1) how often the tubes (or bands) come off during treatment; and (2) whether they protect the bonded (or banded) teeth against decay.",Both trials were conducted in the UK and both compared bonded molar tubes with molar bands.,10.1002/14651858.CD008236.pub3
95,,"Amitriptyline versus placebo for masseteric electromyography (EMG) activity per minute: standardized mean difference (SMD) -0.28 (95% confidence interval (CI) -0.91 to 0.34; P value = 0.37), 2. bromocriptine versus placebo for bruxism episodes per hour: mean difference (MD) 0.60 (95% CI -2.93 to 4.13), bruxism bursts per hour: MD -2.00 (95% CI -53.47 to 49.47), bruxism bursts per episode: MD 0.50 (95% CI -1.85 to 2.85) or number of episodes with grinding noise: MD 2.40 (95% CI -24.00 to 28.80), 3. clonidine versus placebo for number of bruxism episodes per hour: MD -2.41 (95% CI -4.84 to 0.02), 4. propranolol versus placebo for the number of bruxism episodes per hour: MD 1.16 (95% CI -1.89 to 4.21), 5.","Amitriptyline and L-tryptophan did not reduce activity of the jaw muscles, measured using electromyography.",10.1002/14651858.CD005578.pub2
96,,"We included randomised controlled trials (RCTs) that compared yoga with usual care (or no intervention) or sham intervention in people with asthma and reported at least one of the following outcomes: quality of life, asthma symptom score, asthma control, lung function measures, asthma medication usage, and adverse events.",We reviewed 15 studies that compared the effects of yoga with usual treatment or a 'sham' yoga in 1048 participants.,10.1002/14651858.CD010346.pub2
98,,Evidence for other outcomes is inconclusive.,"The evidence for death from any cause was inconclusive, but the studies did suggest that professional mouth care may reduce the number of deaths caused by pneumonia, compared to usual mouth care, when measured after 24 months.",10.1002/14651858.CD012416.pub2
100,,"Future studies should focus on adequate study designs and reporting, including large prospective cohort studies with adequate control groups when possible.","More, and especially higher-quality research is needed to gain better insight into kidney adverse effects and related risk factors.",10.1002/14651858.CD008944.pub3
103,,A third trial reported that oral steroids provided a more rapid initial improvement in pain compared to no treatment but negligible differences by five months.,Oral steroids may also improve pain earlier and quicker than no treatment at all.,10.1002/14651858.CD006189
104,,"The evidence that shorter questionnaires are better than longer questionnaires was unclear (RR 1.04; 95% CI 1.00 to 1.08, P value = 0.07) and the evidence for questionnaires relevant to the disease/condition was also unclear (RR 1.07; 95% CI 1.01 to 1.14).","Such methods are shorter questionnaires, sending questionnaires by recorded delivery, using a trial design where people know which treatment they will receive, sending specially designed letters with a reply self addressed stamped envelope followed by a number of reminders, offering a donation to charity or entry into a prize draw, sending a reminder to the study site about participants to follow-up, sending questionnaires close to the time the patient was last followed-up, managing peoples' follow-up, conducting follow-up by telephone and changing the order of questionnaire questions.",10.1002/14651858.MR000032.pub2
105,,The current evidence suggests that all HES products increase the risk in AKI and RRT in all patient populations and a safe volume of any HES solution has yet to be determined.,"Overall, the use of HES products was associated with a 59% increased risk of kidney failure, and a 32% increased risk of dialysis.",10.1002/14651858.CD007594.pub3
107,,"Three studies met the inclusion criteria, with a total of 1620 participants.",We identified three unique randomised controlled studies that evaluated the Mini-Cog.,10.1002/14651858.CD010860.pub2
108,,There is insufficient and conflicting evidence regarding flavonoid intake and the prevention of colorectal neoplasms.,"The evidence that intake of dietary flavonoids reduces the risk of colorectal neoplasms was conflicting, and could partly be explained due to difficulties in quantifying the intake of flavonoids.",10.1002/14651858.CD009350.pub2
112,,"The following electronic databases were searched up to December 2014: CENTRAL (in the Cochrane Library), MEDLINE, EMBASE, PsycINFO and CINAHL.",We searched five large databases of published research projects.,10.1002/14651858.CD010750.pub2
113,,Further trials are needed to draw reliable conclusions.,"Therefore, we cannot rely on the findings, and further research is required.",10.1002/14651858.CD012416.pub2
114,,"Overall, based on 'silver-level' evidence (www.cochranemsk.org) there was no clinically important or statistically significant evidence that exercise therapy can improve functional ability, quality of life, aerobic capacity or pain.","The review shows that in children with JIA, exercise may not lead to any difference in a child's ability to function or move their joints fully, the number of joints with swelling, quality of life, overall wellbeing, pain or aerobic capacity.",10.1002/14651858.CD005954.pub2
115,,"L-tryptophan versus placebo for masseteric EMG activity per second: SMD 0.08 (95% CI -0.90 to 1.06) and 6. levodopa versus placebo for bruxism episodes per hour of sleep: MD -1.47 (95% CI -3.64 to 0.70), for bruxism bursts per episode: MD 0.06 (95% CI -2.47 to 2.59).","Amitriptyline and L-tryptophan did not reduce activity of the jaw muscles, measured using electromyography.",10.1002/14651858.CD005578.pub2
116,,In both studies the women received a 1500 IU (300 microgram) dose of Rhophylac during week 28 of gestation.,The findings suggest that intramuscular and intravenous anti-D in the 28th week of pregnancy are equally effective in preventing RhD antibody formation (alloimmunization) during the pregnancy.,10.1002/14651858.CD007885.pub2
117,,"We included randomized controlled trials (RCTs) of adults with AO, AOA or anaplastic astrocytoma (AA) comparing adjuvant treatment of chemotherapy, RT, or sequential chemotherapy and RT.","After surgery, the participants had to have received radiotherapy alone, chemotherapy alone or radiotherapy plus chemotherapy.",10.1002/14651858.CD007104.pub2
118,,"There is moderate evidence that lumbar supports are not more effective than no intervention or training in preventing low-back pain, and conflicting evidence whether they are effective supplements to other preventive interventions.","One study (164 people) reported mixed results on whether back supports improved function more than massage and in another study (19 people), use of a lumbar corset with back support was more effective in reducing pain in the short-term than a corset alone.",10.1002/14651858.CD001823.pub3
119,,One of the most essential issues to tackle in these future trials seems to be the realization of an adequate compliance.,"In the future, researchers should report side effects from wearing back supports and measure how many hours per day the supports are actually worn.",10.1002/14651858.CD001823.pub3
120,,There were 34 studies (2169 participants with blepharitis) included in this review: 20 studies (14 RCTs and 6 CCTs) included 1661 participants with anterior or mixed blepharitis and 14 studies (12 RCTs and 2 CCTs) included 508 participants with posterior blepharitis (MGD).,"There were 34 studies (2169 participants with blepharitis) included in the review, 20 of which included participants with anterior blepharitis and 14 of which included participants with posterior blepharitis.",10.1002/14651858.CD005556.pub2
121,,The open technique involves uncovering the canine tooth and removing the overlying palatal tissue to leave it uncovered.,"Approximately 10 days later, this pack is removed and the canine is allowed to erupt naturally.",10.1002/14651858.CD006966.pub3
122,,The two case-control studies were of medium methodological quality.,The majority of the studies were of medium to high methodological quality.,10.1002/14651858.CD009350.pub2
123,,"Included trials were conducted across a spectrum of disease areas, countries, healthcare and community settings.","The methods that we identified were tested in trials run in many different disease areas and settings and, in some cases, were tested in only one trial.",10.1002/14651858.MR000032.pub2
124,,"There were, however, significant differences favouring other psychological or psychosocial treatments over supportive therapy.","There are several outcomes, including hospitalisation, satisfaction with treatment and general mental state, indicating advantages for other psychological therapies over supportive therapy.",10.1002/14651858.CD004716.pub4
125,,Strictures of the urethra are the most common cause of obstructed micturition in younger men and frequently recur after initial treatment.,Narrowing of the urine pipe (urethral stricture) is a common cause of problems in passing water for younger men.,10.1002/14651858.CD006934.pub3
127,,"We included four RCTs (3905 participants), all of which were at high risk of bias.","We included four studies, with a total of 3905 participants randomly assigned to treatment or usual care.",10.1002/14651858.CD012416.pub2
129,,We included one trial (13 participants) and identified three ongoing trials that assess RBC transfusion strategies in people with MDS.,Only one small study including 13 patients with bone marrow failure was included in this review.,10.1002/14651858.CD011577.pub2
130,,"There was no significant difference in FEV1 for relaxation therapy in four studies of 150 patients, (SMD -0.01, CI -0.41 to 0.40).","However, meta-analyses could be performed to determine the effect of Cognitive Behavioural Therapy (CBT) on quality of life, bio-feedback on PEF, and relaxation therapy on PEF and FEV1 and medication use.",10.1002/14651858.CD002982.pub3
131,,"For selection outcomes, meta-analysis of three comparisons from three studies (n = 154) found that exposure to fewer options resulted in a large reduction in selection of the targeted food(s): SMD −1.13 (95% confidence interval (CI) −1.90 to −0.37) (low certainty evidence).","However, the certainty of the evidence for these effects was low.",10.1002/14651858.CD012573.pub3
132,,"Seasonal/perennial allergic conjunctivitis is the most common allergic conjunctivitis, usually with acute manifestations when a person is exposed to allergens and with typical signs and symptoms including itching, redness, and tearing.","Although this condition does not cause sight loss, it can cause intense itching and eye watering.",10.1002/14651858.CD009566.pub2
133,,"In the one study of children with sickle cell disease, a significantly lesser proportion of children with pneumococcal septicaemia was reported with penicillin V prophylaxis (P value = 0.0025).","In one study of children with sickle cell disease, antibiotics reduced the likelihood of contracting blood infections.",10.1002/14651858.CD011530.pub2
134,,Data analysed in this review showed that there was no significant difference between groups for the primary outcome of proportion cough-free at two weeks (odds ratio (OR) 1.38; 95% confidence interval (CI) 0.37 to 5.14).,This trial showed no evidence of benefit in terms of the number of children who were cough-free two weeks after treatment.,10.1002/14651858.CD005304.pub3
135,,"Tracheomalacia, a disorder of the large airways where the trachea is deformed or malformed during respiration, is commonly seen in tertiary paediatric practice.","In tracheomalacia, the walls of trachea (or windpipe) are softer than normal, which can lead to partial collapse (falling in) of the windpipe.",10.1002/14651858.CD005304.pub3
136,,"We included four RCTs (3905 participants), all of which were at high risk of bias.","We identified four studies, all of which compared professional mouth care to usual mouth care in nursing home residents.",10.1002/14651858.CD012416.pub2
138,,"The quality of the evidence was low, the main limitations being lack of blinding and imprecision.","The quality of the evidence was low, the main limitations being imprecision (random error) and lack of blinding (the process in which participant and assessor are prevented from knowing which intervention has been received).",10.1002/14651858.CD008720.pub2
140,,"Those with serious/severe mental illness, especially schizophrenia and schizophrenic-like disorders, often have little to no insight regarding the presence of their illness.","Schizophrenia is a serious, long-term mental illness where people experience hallucinations and/or delusions and are often unable to distinguish these experiences from reality.",10.1002/14651858.CD010823.pub2
141,,The majority of tumours arise from surface of the ovary (epithelial).,Epithelial ovarian cancer (EOC) arises from the cells covering the surface of the ovary.,10.1002/14651858.CD011322.pub2
142,,"For this updated review, we searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (OVID), Embase (OVID), the Cumulative Index to Nursing and Allied Health Literature (CINAHL, EBSCO), Latin American and Caribbean Health Sciences (LILACS) and the International Standard Randomized Controlled Trial Number (ISRCTN) registry from inception to August 2016.",Evidence is current to August 2016.,10.1002/14651858.CD006667.pub3
143,,Hypothermia has been used in the treatment of brain injury for many years.,This involves cooling the head or the whole body to a temperature below normal body temperature.,10.1002/14651858.CD001048.pub5
144,,"Given the widespread use of PEP devices, there is a need to determine the evidence for their effect.",We reviewed the evidence on the effect of positive expiratory pressure (PEP) physiotherapy to clear the airways of people with cystic fibrosis (CF).,10.1002/14651858.CD003147.pub5
145,,Available evidence from a large RCT trial does not support routine N-acetylcysteine supplementation of cysteine-containing PN in extremely low birth weight infants.,Available evidence does not support routine addition of N-acetylcysteine to intravenous nutrition of newborn infants containing cysteine.,10.1002/14651858.CD004869.pub2
146,,"To determine the effects of supplementing PN with cysteine, cystine or its precursor N-acetylcysteine on neonatal growth and short and long-term outcomes.",This systemic review was done to analyze whether adding cysteine (or related compounds) to intravenous nutrition affects growth and other outcomes in newborn infants.,10.1002/14651858.CD004869.pub2
147,,Three of the trials on CP evaluated intrathecal baclofen (ITB) and two botulinum toxin A (BoNT-A).,This was apart from the two on cerebral palsy where pain relief occurred with the use of baclofen delivered via a catheter into the spinal cord.,10.1002/14651858.CD010750.pub2
149,,"Effects of anti-arrhythmic agents, digoxin, phosphodiesterase inhibitors, renin inhibitors, sinus node inhibitors, vasodilators, and vasopressin receptor antagonists were very uncertain due to the paucity of studies.",Existing studies cannot really tell us whether medicines used to treat heart failure in the general population are effective or safe for people who have both heart failure and chronic kidney disease.,10.1002/14651858.CD012466.pub2
150,,To compare the effectiveness and safety of luteinising hormone releasing hormone (LHRH) agonists with chemotherapeutic agents or placebo in relapsed epithelial ovarian cancer (EOC).,We conducted this review to assess whether hormonal therapy (LHRH agonist) was effective and safe compared with chemotherapy or placebo in women with relapsed EOC.,10.1002/14651858.CD011322.pub2
153,,"Further large, methodologically rigorous studies are required to determine the efficacy of sterile water to relieve pain in labour.",More research is needed on this possible form of pain management in labour.,10.1002/14651858.CD009107.pub2
156,,"Currently, the evidence suggests that neither the open or closed surgical technique for exposing palatally displaced maxillary canine teeth is superior for any of the outcomes included in this review; however, we considered the evidence to be low quality, with two of the three included studies being at high risk of bias.","Overall, we assessed the quality of the evidence as low, which means we cannot be certain of the findings.",10.1002/14651858.CD006966.pub3
